file,input,Sij,split,test_points,deg,ridge,n_cycles,gate,Z0,baseline_test_MSE,ufrf_test_MSE,improvement_percent,train_gain_used,used_ufrf,tau_est,phi0_est
BLE18PK100SN1_series.s2p,BLE18PK100SN1_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.12679895883932488,0.12679895883932488,0.0,0.004526505824984568,False,6.028242077052479e-11,-0.018962206276296783
BLE18PK160SN1_series.s2p,BLE18PK160SN1_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.1154964955380832,0.1154964955380832,0.0,0.004628488090327764,False,7.745770421040113e-11,-0.033839067283318584
BLE18PS080BH1_series.s2p,BLE18PS080BH1_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.1017809739670357,0.1017809739670357,0.0,0.0023536220364702527,False,4.847937412139889e-11,-0.018268557872304258
BLE18PS080SH1_series.s2p,BLE18PS080SH1_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.1017809739670357,0.1017809739670357,0.0,0.0023536220364702527,False,4.847937412139889e-11,-0.018268557872304258
BLE18PS080SN1_series.s2p,BLE18PS080SN1_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.1017809739670357,0.1017809739670357,0.0,0.0023536220364702527,False,4.847937412139889e-11,-0.018268557872304258
BLE18PS080SZ1_series.s2p,BLE18PS080SZ1_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.1017809739670357,0.1017809739670357,0.0,0.0023536220364702527,False,4.847937412139889e-11,-0.018268557872304258
BLE32PN260SH1_series.s2p,BLE32PN260SH1_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.019373202638400942,0.019373202638400942,0.0,0.0010649360739333515,False,3.6521974888085297e-11,-0.0577849054201367
NFZ32BW451HZ10_series.s2p,NFZ32BW451HZ10_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.16809506773496535,0.16809506773496535,0.0,0.004870377925378361,False,-6.637911717914481e-10,-0.44751415596988886
NFZ32BW520HN11_series.s2p,NFZ32BW520HN11_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,2.1571678457857866,2.1571678457857866,0.0,0.00043350737205170734,False,-7.491868724495301e-10,-0.7630340748604107
NFZ32BW520HZ11_series.s2p,NFZ32BW520HZ11_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,2.1571678457857866,2.1571678457857866,0.0,0.00043350737205170734,False,-7.491868724495301e-10,-0.7630340748604107
NFZ32BW621HN10_series.s2p,NFZ32BW621HN10_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.14260597768108335,0.14260597768108335,0.0,0.005796235296646492,False,-5.598318656017981e-10,-0.20050588231172456
NFZ32BW621HZ10_series.s2p,NFZ32BW621HZ10_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.14260597768108335,0.14260597768108335,0.0,0.005796235296646492,False,-5.598318656017981e-10,-0.20050588231172456
NFZ32BW650HN11_series.s2p,NFZ32BW650HN11_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,1.960232808621683,1.960232808621683,0.0,0.003263238155737996,False,-7.844885566545901e-10,-0.8301402942432915
NFZ32BW650HZ11_series.s2p,NFZ32BW650HZ11_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,1.960232808621683,1.960232808621683,0.0,0.003263238155737996,False,-7.844885566545901e-10,-0.8301402942432915
NFZ32BW6R8HN11_series.s2p,NFZ32BW6R8HN11_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,1.4236774776136063,1.4236774776136063,0.0,0.003336239894851223,False,-4.895094893688375e-10,-0.44309053009515503
NFZ32BW6R8HZ11_series.s2p,NFZ32BW6R8HZ11_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,1.4236774776136063,1.4236774776136063,0.0,0.003336239894851223,False,-4.895094893688375e-10,-0.44309053009515503
NFZ32BW700HN10_series.s2p,NFZ32BW700HN10_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,1.7996156778931163,1.7996156778931163,0.0,0.0008703572173040019,False,-7.909282999159227e-10,-0.8270101884650181
NFZ32BW700HZ10_series.s2p,NFZ32BW700HZ10_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,1.7996156778931163,1.7996156778931163,0.0,0.0008703572173040019,False,-7.909282999159227e-10,-0.8270101884650181
NFZ32BW7R4HN10_series.s2p,NFZ32BW7R4HN10_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,1.3841805839327628,1.3841805839327628,0.0,0.003451005048362906,False,-4.804859990980225e-10,-0.4472419413114274
NFZ32BW7R4HZ10_series.s2p,NFZ32BW7R4HZ10_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,1.3841805839327628,1.3841805839327628,0.0,0.003451005048362906,False,-4.804859990980225e-10,-0.4472419413114274
NFZ32BW881HN10_series.s2p,NFZ32BW881HN10_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.44201765916468255,0.44201765916468255,0.0,0.0024218351954059716,False,-4.010129651964098e-10,0.17052699894994092
NFZ32BW881HZ10_series.s2p,NFZ32BW881HZ10_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.44201765916468255,0.44201765916468255,0.0,0.0024218351954059716,False,-4.010129651964098e-10,0.17052699894994092
NFZ32BW8R4HN11_series.s2p,NFZ32BW8R4HN11_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,2.107290846429359,2.107290846429359,0.0,0.003574620526340412,False,-5.29839572778313e-10,-0.4682009348039766
NFZ32BW8R4HZ11_series.s2p,NFZ32BW8R4HZ11_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,2.107290846429359,2.107290846429359,0.0,0.003574620526340412,False,-5.29839572778313e-10,-0.4682009348039766
NFZ32BW9R0HN10_series.s2p,NFZ32BW9R0HN10_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,1.38338608903185,1.38338608903185,0.0,0.0032407056589648054,False,-5.413560194700238e-10,-0.5048804370916551
NFZ32BW9R0HZ10_series.s2p,NFZ32BW9R0HZ10_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,1.38338608903185,1.38338608903185,0.0,0.0032407056589648054,False,-5.413560194700238e-10,-0.5048804370916551
NFZ32BW9R8HN11_series.s2p,NFZ32BW9R8HN11_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,2.150657516275723,2.150657516275723,0.0,0.0006638572782034675,False,-5.803914660143168e-10,-0.5067145332888436
NFZ32BW9R8HZ11_series.s2p,NFZ32BW9R8HZ11_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,2.150657516275723,2.150657516275723,0.0,0.0006638572782034675,False,-5.803914660143168e-10,-0.5067145332888436
NFZ32SW301HN10_series.s2p,NFZ32SW301HN10_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.4385103245641241,0.4385103245641241,0.0,0.004761930820295348,False,-1.6375501532116705e-10,-0.3332188602959132
NFZ32SW901HN10_series.s2p,NFZ32SW901HN10_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,1.3841805839327628,1.3841805839327628,0.0,0.003451005048362906,False,-4.804859990980225e-10,-0.4472419413114274
NFZ5BBW100LN10_series.s2p,NFZ5BBW100LN10_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,4.218703824417078,4.218703824417078,0.0,0.001823442625613327,False,-5.226369214290849e-10,-0.46413765535573925
NFZ5BBW100LZ10_series.s2p,NFZ5BBW100LZ10_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,4.218703824417078,4.218703824417078,0.0,0.001823442625613327,False,-5.226369214290849e-10,-0.46413765535573925
NFZ5BBW140LN10_series.s2p,NFZ5BBW140LN10_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,5.750368848083508,5.750368848083508,0.0,0.0002589367995232192,False,-5.20273135159452e-10,-0.4837906647008026
NFZ5BBW140LZ10_series.s2p,NFZ5BBW140LZ10_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,5.750368848083508,5.750368848083508,0.0,0.0002589367995232192,False,-5.20273135159452e-10,-0.4837906647008026
NFZ5BBW141LN10_series.s2p,NFZ5BBW141LN10_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,2.7165529352449007,2.7165529352449007,0.0,0.002929209888406926,False,-4.820175319022375e-10,-0.4822178349005499
NFZ5BBW141LZ10_series.s2p,NFZ5BBW141LZ10_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,2.7165529352449007,2.7165529352449007,0.0,0.002929209888406926,False,-4.820175319022375e-10,-0.4822178349005499
NFZ5BBW170LN10_series.s2p,NFZ5BBW170LN10_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,4.818989315946378,4.818989315946378,0.0,0.0006435728243875058,False,-5.629490369341934e-10,-0.532846037409989
NFZ5BBW170LZ10_series.s2p,NFZ5BBW170LZ10_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,4.818989315946378,4.818989315946378,0.0,0.0006435728243875058,False,-5.629490369341934e-10,-0.532846037409989
NFZ5BBW220LN10_series.s2p,NFZ5BBW220LN10_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,4.749702865270407,4.749702865270407,0.0,0.001809587009010022,False,-5.830380862137833e-10,-0.5588758213443381
NFZ5BBW220LZ10_series.s2p,NFZ5BBW220LZ10_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,4.749702865270407,4.749702865270407,0.0,0.001809587009010022,False,-5.830380862137833e-10,-0.5588758213443381
NFZ5BBW2R9LN10_series.s2p,NFZ5BBW2R9LN10_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.017983172662378005,0.017983172662378005,0.0,0.003139396836473693,False,2.1901835595748893e-10,-0.2744261609962633
NFZ5BBW2R9LZ10_series.s2p,NFZ5BBW2R9LZ10_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.017983172662378005,0.017983172662378005,0.0,0.003139396836473693,False,2.1901835595748893e-10,-0.2744261609962633
NFZ5BBW310LN10_series.s2p,NFZ5BBW310LN10_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,3.2007446583778942,3.2007446583778942,0.0,0.0002843765304050093,False,-5.967707907709498e-10,-0.6059452107704977
NFZ5BBW310LZ10_series.s2p,NFZ5BBW310LZ10_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,3.2007446583778942,3.2007446583778942,0.0,0.0002843765304050093,False,-5.967707907709498e-10,-0.6059452107704977
NFZ5BBW450LN10_series.s2p,NFZ5BBW450LN10_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,1.6298012000456972,1.6298012000456972,0.0,0.004248195552890217,False,-6.089502231110171e-10,-0.6319718685573916
NFZ5BBW450LZ10_series.s2p,NFZ5BBW450LZ10_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,1.6298012000456972,1.6298012000456972,0.0,0.004248195552890217,False,-6.089502231110171e-10,-0.6319718685573916
NFZ5BBW4R5LN10_series.s2p,NFZ5BBW4R5LN10_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,2.754408283592114,2.754408283592114,0.0,0.004554245212959752,False,-4.3837468137410966e-10,-0.38855681643262624
NFZ5BBW4R5LZ10_series.s2p,NFZ5BBW4R5LZ10_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,2.754408283592114,2.754408283592114,0.0,0.004554245212959752,False,-4.3837468137410966e-10,-0.38855681643262624
NFZ5BBW520LN10_series.s2p,NFZ5BBW520LN10_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.8380444328004664,0.8380444328004664,0.0,0.003945221376031761,False,-5.976914683858804e-10,-0.635383633402904
NFZ5BBW520LZ10_series.s2p,NFZ5BBW520LZ10_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.8380444328004664,0.8380444328004664,0.0,0.003945221376031761,False,-5.976914683858804e-10,-0.635383633402904
NFZ5BBW610LN10_series.s2p,NFZ5BBW610LN10_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.7920555440726296,0.7920555440726296,0.0,0.002356774825709769,False,-6.082604100744e-10,-0.6518550044974568
NFZ5BBW610LZ10_series.s2p,NFZ5BBW610LZ10_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.7920555440726296,0.7920555440726296,0.0,0.002356774825709769,False,-6.082604100744e-10,-0.6518550044974568
NFZ5BBW6R7LN10_series.s2p,NFZ5BBW6R7LN10_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,1.2025313676230094,1.2025313676230094,0.0,0.004734306576762956,False,-3.9931199445800157e-10,-0.4445921473441872
NFZ5BBW6R7LZ10_series.s2p,NFZ5BBW6R7LZ10_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,1.2025313676230094,1.2025313676230094,0.0,0.004734306576762956,False,-3.9931199445800157e-10,-0.4445921473441872
NFZ5BBW7R6LN10_series.s2p,NFZ5BBW7R6LN10_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,1.2025313676230094,1.2025313676230094,0.0,0.004734306576762956,False,-3.9931199445800157e-10,-0.4445921473441872
NFZ5BBW7R6LZ10_series.s2p,NFZ5BBW7R6LZ10_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,1.2025313676230094,1.2025313676230094,0.0,0.004734306576762956,False,-3.9931199445800157e-10,-0.4445921473441872
NFZ5BBW970LN10_series.s2p,NFZ5BBW970LN10_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,1.3687645818198624,1.3687645818198624,0.0,0.0051994787746494535,False,-6.003053280915277e-10,-0.6431188958875542
NFZ5BBW970LZ10_series.s2p,NFZ5BBW970LZ10_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,1.3687645818198624,1.3687645818198624,0.0,0.0051994787746494535,False,-6.003053280915277e-10,-0.6431188958875542
