file,Sij,baseline_test_MSE,train_improvement_percent,gate_threshold_percent,gated,device_type,freq_min_GHz,freq_max_GHz,family
NFZ32BW8R4HN11_series.s2p,S21,0.0348110685491197,0.3175813179040582,2.0,False,passive,0.001,3.0,NFZ
NFZ32BW8R4HZ11_series.s2p,S21,0.0348110685491197,0.3175813179040582,2.0,False,passive,0.001,3.0,NFZ
NFZ32BW9R0HN10_series.s2p,S21,0.0324506613626828,0.4813369413930743,2.0,False,passive,0.001,3.0,NFZ
NFZ32BW9R0HZ10_series.s2p,S21,0.0324506613626828,0.4813369413930743,2.0,False,passive,0.001,3.0,NFZ
NFZ32BW9R8HN11_series.s2p,S21,0.0374680695267217,0.4097065645136584,2.0,False,passive,0.001,3.0,NFZ
NFZ32BW9R8HZ11_series.s2p,S21,0.0374680695267217,0.4097065645136584,2.0,False,passive,0.001,3.0,NFZ
NFZ32SW301HN10_series.s2p,S21,0.0376569211399776,0.4671439513933115,2.0,False,passive,0.001,3.0,NFZ
NFZ32SW901HN10_series.s2p,S21,0.0382668795238502,0.4330167860503187,2.0,False,passive,0.001,3.0,NFZ
NFZ5BBW100LN10_series.s2p,S21,0.0333311139457448,0.1877144305272281,2.0,False,passive,0.001,3.0,NFZ
NFZ5BBW100LZ10_series.s2p,S21,0.0333311139457448,0.1877144305272281,2.0,False,passive,0.001,3.0,NFZ
NFZ5BBW140LN10_series.s2p,S21,0.0294741741026903,0.173760880296414,2.0,False,passive,0.001,3.0,NFZ
NFZ5BBW140LZ10_series.s2p,S21,0.0294741741026903,0.173760880296414,2.0,False,passive,0.001,3.0,NFZ
NFZ5BBW141LN10_series.s2p,S21,0.020792964041836,0.1880202321216548,2.0,False,passive,0.001,3.0,NFZ
NFZ5BBW141LZ10_series.s2p,S21,0.020792964041836,0.1880202321216548,2.0,False,passive,0.001,3.0,NFZ
NFZ5BBW170LN10_series.s2p,S21,0.0250147612332248,0.196506865506965,2.0,False,passive,0.001,3.0,NFZ
NFZ5BBW170LZ10_series.s2p,S21,0.0250147612332248,0.196506865506965,2.0,False,passive,0.001,3.0,NFZ
NFZ5BBW220LN10_series.s2p,S21,0.0228650363289141,0.2008729755713968,2.0,False,passive,0.001,3.0,NFZ
NFZ5BBW220LZ10_series.s2p,S21,0.0228650363289141,0.2008729755713968,2.0,False,passive,0.001,3.0,NFZ
NFZ5BBW2R9LN10_series.s2p,S21,0.0083244240928977,0.139237594923124,2.0,False,passive,0.001,3.0,NFZ
NFZ5BBW2R9LZ10_series.s2p,S21,0.0083244240928977,0.139237594923124,2.0,False,passive,0.001,3.0,NFZ
NFZ5BBW310LN10_series.s2p,S21,0.0180794522808977,0.1687743346092641,2.0,False,passive,0.001,3.0,NFZ
NFZ5BBW310LZ10_series.s2p,S21,0.0180794522808977,0.1687743346092641,2.0,False,passive,0.001,3.0,NFZ
NFZ5BBW450LN10_series.s2p,S21,0.017030844034486,0.1622555753831028,2.0,False,passive,0.001,3.0,NFZ
NFZ5BBW450LZ10_series.s2p,S21,0.017030844034486,0.1622555753831028,2.0,False,passive,0.001,3.0,NFZ
NFZ5BBW4R5LN10_series.s2p,S21,0.0418447924685764,0.2409874030573267,2.0,False,passive,0.001,3.0,NFZ
NFZ5BBW4R5LZ10_series.s2p,S21,0.0418447924685764,0.2409874030573267,2.0,False,passive,0.001,3.0,NFZ
NFZ5BBW520LN10_series.s2p,S21,0.0153627789951721,0.1378112635161368,2.0,False,passive,0.001,3.0,NFZ
NFZ5BBW520LZ10_series.s2p,S21,0.0153627789951721,0.1378112635161368,2.0,False,passive,0.001,3.0,NFZ
NFZ5BBW610LN10_series.s2p,S21,0.016180084805751,0.1546019664371236,2.0,False,passive,0.001,3.0,NFZ
NFZ5BBW610LZ10_series.s2p,S21,0.016180084805751,0.1546019664371236,2.0,False,passive,0.001,3.0,NFZ
NFZ5BBW6R7LN10_series.s2p,S21,0.0319474043257365,0.4922890240899864,2.0,False,passive,0.001,3.0,NFZ
NFZ5BBW6R7LZ10_series.s2p,S21,0.0319474043257365,0.4922890240899864,2.0,False,passive,0.001,3.0,NFZ
NFZ5BBW7R6LN10_series.s2p,S21,0.0319474043257365,0.4922890240899864,2.0,False,passive,0.001,3.0,NFZ
NFZ5BBW7R6LZ10_series.s2p,S21,0.0319474043257365,0.4922890240899864,2.0,False,passive,0.001,3.0,NFZ
NFZ5BBW970LN10_series.s2p,S21,0.018087279927966,0.1919524187282885,2.0,False,passive,0.001,3.0,NFZ
NFZ5BBW970LZ10_series.s2p,S21,0.018087279927966,0.1919524187282885,2.0,False,passive,0.001,3.0,NFZ
