file,Sij,baseline_test_MSE,train_improvement_percent,gate_threshold_percent,gated,device_type,freq_min_GHz,freq_max_GHz,family
BLE18PK100SN1_series.s2p,S21,0.0007264440115136,0.2511878378632766,2.0,False,passive,0.001,3.0,BLE
BLE18PK160SN1_series.s2p,S21,0.0013057285442719,0.3260524500637321,2.0,False,passive,0.001,3.0,BLE
BLE18PS080BH1_series.s2p,S21,0.0004454059373382,0.1302766920242906,2.0,False,passive,0.001,3.0,BLE
BLE18PS080SH1_series.s2p,S21,0.0004454059373382,0.1302766920242906,2.0,False,passive,0.001,3.0,BLE
BLE18PS080SN1_series.s2p,S21,0.0004454059373382,0.1302766920242906,2.0,False,passive,0.001,3.0,BLE
BLE18PS080SZ1_series.s2p,S21,0.0004454059373382,0.1302766920242906,2.0,False,passive,0.001,3.0,BLE
BLE32PN260SH1_series.s2p,S21,0.0005439153835147,0.1445459525214282,2.0,False,passive,0.001,3.0,BLE
NFZ32BW451HZ10_series.s2p,S21,0.0210112294066167,0.4309361353919226,2.0,False,passive,0.001,3.0,NFZ
NFZ32BW520HN11_series.s2p,S21,0.0238138711849871,0.5308481913315408,2.0,False,passive,0.001,3.0,NFZ
NFZ32BW520HZ11_series.s2p,S21,0.0238138711849871,0.5308481913315408,2.0,False,passive,0.001,3.0,NFZ
NFZ32BW621HN10_series.s2p,S21,0.0170742437415453,0.3785629105350746,2.0,False,passive,0.001,3.0,NFZ
NFZ32BW621HZ10_series.s2p,S21,0.0170742437415453,0.3785629105350746,2.0,False,passive,0.001,3.0,NFZ
NFZ32BW650HN11_series.s2p,S21,0.024840748882187,0.5649073775060998,2.0,False,passive,0.001,3.0,NFZ
NFZ32BW650HZ11_series.s2p,S21,0.024840748882187,0.5649073775060998,2.0,False,passive,0.001,3.0,NFZ
NFZ32BW6R8HN11_series.s2p,S21,0.0418163728647692,0.4176107495570612,2.0,False,passive,0.001,3.0,NFZ
NFZ32BW6R8HZ11_series.s2p,S21,0.0418163728647692,0.4176107495570612,2.0,False,passive,0.001,3.0,NFZ
NFZ32BW700HN10_series.s2p,S21,0.0272329168539081,0.621066042828772,2.0,False,passive,0.001,3.0,NFZ
NFZ32BW700HZ10_series.s2p,S21,0.0272329168539081,0.621066042828772,2.0,False,passive,0.001,3.0,NFZ
NFZ32BW7R4HN10_series.s2p,S21,0.0382668795238502,0.4330167860503187,2.0,False,passive,0.001,3.0,NFZ
NFZ32BW7R4HZ10_series.s2p,S21,0.0382668795238502,0.4330167860503187,2.0,False,passive,0.001,3.0,NFZ
NFZ32BW881HN10_series.s2p,S21,0.0122010205063146,0.3056521015537552,2.0,False,passive,0.001,3.0,NFZ
NFZ32BW881HZ10_series.s2p,S21,0.0122010205063146,0.3056521015537552,2.0,False,passive,0.001,3.0,NFZ
