input,Sij,split,test_points,deg,ridge,n_cycles,gate,Z0,baseline_test_MSE,ufrf_test_MSE,improvement_percent,train_gain_used,used_ufrf,tau_est,phi0_est
NFZ32BW621HZ10_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.14260597768108302,0.14260597768108302,0.0,0.005796235296646001,False,-5.598318656017981e-10,-0.200505882311724
NFZ32BW520HN11_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,2.157167845785786,2.157167845785786,0.0,0.00043350737205100006,False,-7.491868724495301e-10,-0.7630340748604101
NFZ5BBW170LZ10_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,4.818989315946378,4.818989315946378,0.0,0.0006435728243870001,False,-5.629490369341935e-10,-0.532846037409989
BLE18PS080BH1_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.101780973967035,0.101780973967035,0.0,0.0023536220364700003,False,4.847937412139889e-11,-0.018268557872304
NFZ5BBW7R6LN10_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,1.202531367623009,1.202531367623009,0.0,0.004734306576762001,False,-3.993119944580015e-10,-0.44459214734418706
NFZ32BW7R4HZ10_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,1.384180583932762,1.384180583932762,0.0,0.003451005048362,False,-4.804859990980225e-10,-0.447241941311427
BLE18PS080SZ1_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.101780973967035,0.101780973967035,0.0,0.0023536220364700003,False,4.847937412139889e-11,-0.018268557872304
NFZ32BW9R0HZ10_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,1.38338608903185,1.38338608903185,0.0,0.003240705658964,False,-5.413560194700238e-10,-0.5048804370916551
NFZ5BBW6R7LZ10_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,1.202531367623009,1.202531367623009,0.0,0.004734306576762001,False,-3.993119944580015e-10,-0.44459214734418706
NFZ5BBW100LZ10_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,4.218703824417078,4.218703824417078,0.0,0.0018234426256130002,False,-5.226369214290849e-10,-0.46413765535573903
NFZ5BBW220LZ10_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,4.749702865270407,4.749702865270407,0.0,0.00180958700901,False,-5.830380862137834e-10,-0.558875821344338
NFZ5BBW2R9LZ10_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.017983172662378002,0.017983172662378002,0.0,0.0031393968364730003,False,2.190183559574889e-10,-0.27442616099626305
0603CT_8N2.s2p,S21,block,184,3,0.001,13,0.02,50.0,0.870397879333145,0.870397879333145,0.0,0.004828497380909001,False,7.476065763774459e-11,-0.003520704364802
0603CT_33N.s2p,S21,block,173,3,0.001,13,0.02,50.0,0.210486905673263,0.210486905673263,0.0,0.004377336499183,False,2.252196816608985e-10,-0.028994905886481
0603CT_6N8.s2p,S21,block,184,3,0.001,13,0.02,50.0,1.012187397122873,1.012187397122873,0.0,0.005033100960101,False,6.378657117102512e-11,-0.0020624787248370003
0603CT_24N.s2p,S21,block,176,3,0.001,13,0.02,50.0,0.25386941635312804,0.25386941635312804,0.0,0.004567144488648,False,1.780466318066294e-10,-0.020142442480039
0603CT_12N.s2p,S21,block,181,3,0.001,13,0.02,50.0,0.656737080830128,0.656737080830128,0.0,0.004562889835611,False,1.0466945787935671e-10,-0.006360436921286
0603CT_3N9.s2p,S21,block,192,3,0.001,13,0.02,50.0,1.120454075755121,1.120454075755121,0.0,0.005650034750506,False,3.772986365325145e-11,-0.000805475094961
0603CT_15N.s2p,S21,block,179,3,0.001,13,0.02,50.0,0.492506201328313,0.492506201328313,0.0,0.004527728268128001,False,1.252510835065693e-10,-0.009571594024180001
0603CT_39N.s2p,S21,block,173,3,0.001,13,0.02,50.0,0.21658682238499802,0.21658682238499802,0.0,0.004146555359744,False,2.49739318353752e-10,-0.036500048832546005
0603CT_9N5.s2p,S21,block,183,3,0.001,13,0.02,50.0,0.7797296355887621,0.7797296355887621,0.0,0.004689443547091001,False,8.534889871587699e-11,-0.0044141344285020005
0603CT_43N.s2p,S21,block,173,3,0.001,13,0.02,50.0,0.23340145530775003,0.23340145530775003,0.0,0.003956028193885,False,2.627145509490584e-10,-0.041933484370918005
0603CT_22N.s2p,S21,block,177,3,0.001,13,0.02,50.0,0.282008992726835,0.282008992726835,0.0,0.00457172089062,False,1.673867367484987e-10,-0.017711426907234002
0603CT_18N.s2p,S21,block,179,3,0.001,13,0.02,50.0,0.35646276064091903,0.35646276064091903,0.0,0.004562130076441,False,1.4339836900161732e-10,-0.013475559980193001
0603CT_3N0.s2p,S21,block,196,3,0.001,13,0.02,50.0,1.164858215247328,1.164858215247328,0.0,0.005900893609654001,False,2.917034704060272e-11,-0.000592868603025
0603CT_1N2.s2p,S21,block,204,3,0.001,13,0.02,50.0,1.077889933716822,1.077889933716822,0.0,0.006656383563800001,False,1.1902439163405308e-11,-8.192311744964251e-05
0603CT_5N6.s2p,S21,block,190,3,0.001,13,0.02,50.0,0.991035957585995,0.991035957585995,0.0,0.005196491719260001,False,5.232680542640241e-11,-0.002202038117035
0603CT_3N3.s2p,S21,block,194,3,0.001,13,0.02,50.0,1.132373477602088,1.132373477602088,0.0,0.005813722478435,False,3.2038633036495376e-11,-0.000662388463915
0603CT_56N.s2p,S21,block,173,3,0.001,13,0.02,50.0,0.307013648108938,0.307013648108938,0.0,0.0033430251330470004,False,3.0285891589400823e-10,-0.057850878339352006
0603CT_1N0.s2p,S21,block,204,3,0.001,13,0.02,50.0,0.9956764787252711,0.9956764787252711,0.0,0.006675637075104,False,9.944016845657062e-12,-4.6981104735741906e-05
0603CT_3N6.s2p,S21,block,194,3,0.001,13,0.02,50.0,1.113117880466861,1.113117880466861,0.0,0.005709331475838001,False,3.472828405093102e-11,-0.0008836231530020001
0603CT_16N.s2p,S21,block,179,3,0.001,13,0.02,50.0,0.443997234378642,0.443997234378642,0.0,0.0044997375851610006,False,1.3219549954953631e-10,-0.01047849821264
0603CT_7N2.s2p,S21,block,184,3,0.001,13,0.02,50.0,0.9611057142881011,0.9611057142881011,0.0,0.004955619888669,False,6.717362220691231e-11,-0.002368856675163
0603CT_5N1.s2p,S21,block,194,3,0.001,13,0.02,50.0,0.9281756244735571,0.9281756244735571,0.0,0.005246731373117,False,4.721392044567303e-11,-0.002613993747653
0603CT_20N.s2p,S21,block,179,3,0.001,13,0.02,50.0,0.297598468515752,0.297598468515752,0.0,0.004619394543914,False,1.5368703879932492e-10,-0.016697545576339002
0603CT_36N.s2p,S21,block,173,3,0.001,13,0.02,50.0,0.211264325082498,0.211264325082498,0.0,0.004264005829950001,False,2.367945687055487e-10,-0.033329053269857
0603CT_2N3.s2p,S21,block,196,3,0.001,13,0.02,50.0,1.077853723266368,1.077853723266368,0.0,0.006232710781591,False,2.2788495667240317e-11,-0.000136185278064
0603CT_2N2.s2p,S21,block,196,3,0.001,13,0.02,50.0,1.056179417102251,1.056179417102251,0.0,0.006298883436878001,False,2.183352450477201e-11,-0.00010390445863300001
0603CT_11N.s2p,S21,block,181,3,0.001,13,0.02,50.0,0.717174745710424,0.717174745710424,0.0,0.004610455543766,False,9.71116972366733e-11,-0.005523181360688001
0603CT_27N.s2p,S21,block,176,3,0.001,13,0.02,50.0,0.223705259359352,0.223705259359352,0.0,0.0045398532397,False,1.9104654809775052e-10,-0.024853195019121
0603CT_2N0.s2p,S21,block,197,3,0.001,13,0.02,50.0,1.092407309482227,1.092407309482227,0.0,0.0062923183721210005,False,1.9815466431904152e-11,-0.000123801308778
0603CT_4N7.s2p,S21,block,193,3,0.001,13,0.02,50.0,1.008883491670767,1.008883491670767,0.0,0.005373850421078,False,4.436054822767268e-11,-0.0017362410207410002
0603CT_4N3.s2p,S21,block,192,3,0.001,13,0.02,50.0,1.081305737441362,1.081305737441362,0.0,0.005524714927676,False,4.124924636877995e-11,-0.00109953167655
0603CT_2N5.s2p,S21,block,196,3,0.001,13,0.02,50.0,1.09531498431889,1.09531498431889,0.0,0.006148390625709,False,2.4672693907936887e-11,-0.00021720742789500003
0603CT_30N.s2p,S21,block,174,3,0.001,13,0.02,50.0,0.221352083242415,0.221352083242415,0.0,0.004456431057149,False,2.116467803658402e-10,-0.025535247999342002
0603CT_47N.s2p,S21,block,173,3,0.001,13,0.02,50.0,0.25068823645578103,0.25068823645578103,0.0,0.0037822520433940005,False,2.7742024632789073e-10,-0.046451272785705
0603CT_10N.s2p,S21,block,182,3,0.001,13,0.02,50.0,0.7847682236836291,0.7847682236836291,0.0,0.004659258293062,False,8.973146300767032e-11,-0.004521208556698001
0603CT_51N.s2p,S21,block,173,3,0.001,13,0.02,50.0,0.27029410406066,0.27029410406066,0.0,0.003584153874153,False,2.8821752540317533e-10,-0.051669899644166004
04AF271.s2p,S21,block,37,3,0.001,13,0.02,50.0,0.009260948432299,0.009260948432299,0.0,0.002174612740435,False,3.326231204508419e-10,-0.229588942894101
04AF471.s2p,S21,block,37,3,0.001,13,0.02,50.0,0.036769416104982,0.036769416104982,0.0,0.0050237403161210005,False,4.2259941910863655e-10,-0.29835229152785003
04AF101.s2p,S21,block,30,3,0.001,13,0.02,50.0,0.27510477450839904,0.27510477450839904,0.0,0.005335301393463001,False,6.196870361745327e-10,-0.032135164490036006
04AF510.s2p,S21,block,37,3,0.001,13,0.02,50.0,0.18322313576066002,0.18322313576066002,0.0,0.0036964833097430003,False,1.7635898439450521e-10,-0.07083151555242401
04AF301.s2p,S21,block,37,3,0.001,13,0.02,50.0,0.0052442864840240005,0.0052442864840240005,0.0,0.0037142295931100002,False,3.5272294321242897e-10,-0.239095884438169
04AF560.s2p,S21,block,37,3,0.001,13,0.02,50.0,0.17280923691340502,0.17280923691340502,0.0,0.0029400183971060004,False,1.677804437465579e-10,-0.08381889686596601
04AF561.s2p,S21,block,37,3,0.001,13,0.02,50.0,0.077123759548891,0.077123759548891,0.0,0.004825844044739,False,4.214139018630138e-10,-0.326658014144596
04AF360.s2p,S21,block,37,3,0.001,13,0.02,50.0,0.12547614116496,0.12547614116496,0.0,0.004324758322652,False,1.418432190893827e-10,-0.049258257715806004
04AF200.s2p,S21,block,37,3,0.001,13,0.02,50.0,0.192885880450673,0.192885880450673,0.0,0.004835166370827,False,9.692476917881221e-11,-0.02812175314891
04AF201.s2p,S21,block,70,3,0.001,13,0.02,50.0,0.165801942760075,0.165801942760075,0.0,0.0019162140486150001,False,5.143459781044827e-10,-0.14701513479084802
04AF361.s2p,S21,block,37,3,0.001,13,0.02,50.0,0.004401619913675,0.004401619913675,0.0,0.0031654502132120003,False,3.7606153769701665e-10,-0.264422523094204
04AF421.s2p,S21,block,37,3,0.001,13,0.02,50.0,0.019978299730786003,0.019978299730786003,0.0,0.004043704338336,False,4.1162369068318513e-10,-0.28471758703292105
04AF390.s2p,S21,block,37,3,0.001,13,0.02,50.0,0.11486253047008702,0.11486253047008702,0.0,0.0037438986744500005,False,1.4091661124548912e-10,-0.058800499928395006
04AF780.s2p,S21,block,37,3,0.001,13,0.02,50.0,0.24782567375003903,0.24782567375003903,0.0,0.0032198487728260002,False,2.080212289110141e-10,-0.10227836652669
04AF391.s2p,S21,block,70,3,0.001,13,0.02,50.0,0.008769084245824,0.008769084245824,0.0,0.0016092663391690002,False,6.437641746170046e-10,-0.23272727573614402
04AF221.s2p,S21,block,37,3,0.001,13,0.02,50.0,0.046597901780391006,0.046597901780391006,0.0,0.002344843371283,False,3.150937228745408e-10,-0.204100430417562
04AF220.s2p,S21,block,37,3,0.001,13,0.02,50.0,0.15616133714017902,0.15616133714017902,0.0,0.004756051558576,False,1.025254166134574e-10,-0.031851069886130005
04AF181.s2p,S21,block,37,3,0.001,13,0.02,50.0,0.10742734973885301,0.10742734973885301,0.0,0.0024518068968550004,False,3.063501589816176e-10,-0.18255962120892902
04AF141.s2p,S21,block,37,3,0.001,13,0.02,50.0,0.15844302149782902,0.15844302149782902,0.0,0.002188570844146,False,2.635101555004995e-10,-0.15686475546425602
04AF330.s2p,S21,block,37,3,0.001,13,0.02,50.0,0.11527209721618802,0.11527209721618802,0.0,0.004521242269943,False,1.3317767459221542e-10,-0.046415970219837004
04AF720.s2p,S21,block,37,3,0.001,13,0.02,50.0,0.259404108120934,0.259404108120934,0.0,0.00404841309153,False,2.0564853997677002e-10,-0.093956852362852
04AF251.s2p,S21,block,37,3,0.001,13,0.02,50.0,0.025387684048248003,0.025387684048248003,0.0,0.002829965395881,False,3.391325139980765e-10,-0.21669597917233802
04AF331.s2p,S21,block,70,3,0.001,13,0.02,50.0,0.0315872246585,0.0315872246585,0.0,0.001595389781805,False,6.004602643957325e-10,-0.209451476550566
GRM21BR60J107ME15_DC0V_25degC_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.325775014092618,0.325775014092618,0.0,0.005250943329469001,False,3.645658822392433e-11,0.018079790896658
GRT32ER60J107ME13_DC0V_25degC_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.395673779871941,0.395673779871941,0.0,0.005215056190344,False,3.968064993563116e-11,0.019278585916497
GRM31CR60G107MEA8_DC0V_25degC_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.30110482675587,0.30110482675587,0.0,0.005230777024618,False,3.3639044203693675e-11,0.01562905697219
GCM32EM8EA227ME08_DC0V_25degC_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.10637064888290601,0.10637064888290601,0.0,0.005283815436458001,False,1.888225199491835e-11,0.007949071408582
GRM21BR60E107ME15_DC0V_25degC_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.325775014092618,0.325775014092618,0.0,0.005250943329469001,False,3.645658822392433e-11,0.018079790896658
GRT32EC70J107ME13_DC0V_25degC_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.395673779871941,0.395673779871941,0.0,0.005215056190344,False,3.968064993563116e-11,0.019278585916497
GRM32EE70J107ME15_DC0V_25degC_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.395673779871941,0.395673779871941,0.0,0.005215056190344,False,3.968064993563116e-11,0.019278585916497
GRM32EC80G107KE20_DC0V_25degC_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.395673779871941,0.395673779871941,0.0,0.005215056190344,False,3.968064993563116e-11,0.019278585916497
GRM31CR61A107MEA8_DC0V_25degC_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.30110482675587,0.30110482675587,0.0,0.005230777024618,False,3.3639044203693675e-11,0.01562905697219
KCM55WR71E686MH01_DC0V_25degC_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.508874688414347,0.508874688414347,0.0,0.005236696828245,False,5.123074469530172e-11,0.020448636882931002
GRM21BC80G107ME15_DC0V_25degC_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.325775014092618,0.325775014092618,0.0,0.005250943329469001,False,3.645658822392433e-11,0.018079790896658
GRM32ED70G227ME01_DC0V_25degC_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.115842927578037,0.115842927578037,0.0,0.005290046071117001,False,1.932239199419906e-11,0.008211085085554001
GRM31CD80J107MEA8_DC0V_25degC_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.30110482675587,0.30110482675587,0.0,0.005230777024618,False,3.3639044203693675e-11,0.01562905697219
GRM31CC80G227ME11_DC0V_25degC_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.13753586878197302,0.13753586878197302,0.0,0.005283717984539,False,2.08420487497194e-11,0.008906376079204
GRM32EC80J107ME20_DC0V_25degC_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.395673779871941,0.395673779871941,0.0,0.005215056190344,False,3.968064993563116e-11,0.019278585916497
GRM32ER61A107ME20_DC0V_25degC_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.395673779871941,0.395673779871941,0.0,0.005215056190344,False,3.968064993563116e-11,0.019278585916497
GRM32EC70G107ME15_DC0V_25degC_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.395673779871941,0.395673779871941,0.0,0.005215056190344,False,3.968064993563116e-11,0.019278585916497
GRM32EC80E227ME05_DC0V_25degC_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.11554207870898,0.11554207870898,0.0,0.005285858600865,False,1.823892371412656e-11,0.007614947437851001
GCM32ED70E227ME35_DC0V_25degC_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.10637064888290601,0.10637064888290601,0.0,0.005283815436458001,False,1.888225199491835e-11,0.007949071408582
GRM32EC80J227ME01_DC0V_25degC_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.115842927578037,0.115842927578037,0.0,0.005290046071117001,False,1.932239199419906e-11,0.008211085085554001
GRM31CR60J107KEA8_DC0V_25degC_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.30110482675587,0.30110482675587,0.0,0.005230777024618,False,3.3639044203693675e-11,0.01562905697219
KCM55WC71E107MH13_DC0V_25degC_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.30144766056918804,0.30144766056918804,0.0,0.005001763789508,False,6.235332799984888e-11,0.015432038351369002
GRM31CR60E227ME11_DC0V_25degC_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.13753586878197302,0.13753586878197302,0.0,0.005283717984539,False,2.08420487497194e-11,0.008906376079204
GCM32ED70E227ME36_DC0V_25degC_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.10637064888290601,0.10637064888290601,0.0,0.005283815436458001,False,1.888225199491835e-11,0.007949071408582
GRM31CR60J227ME11_DC0V_25degC_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.13753586878197302,0.13753586878197302,0.0,0.005283717984539,False,2.08420487497194e-11,0.008906376079204
GRM32ER60E337ME05_DC0V_25degC_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.08806421171732201,0.08806421171732201,0.0,0.00529437156767,False,1.5063907187358368e-11,0.0058521885029990004
GRM32ER60G227ME05_DC0V_25degC_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.11554207870898,0.11554207870898,0.0,0.005285858600865,False,1.823892371412656e-11,0.007614947437851001
GRM32ED70E227ME01_DC0V_25degC_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.115842927578037,0.115842927578037,0.0,0.005290046071117001,False,1.932239199419906e-11,0.008211085085554001
GRM21BC80E107ME15_DC0V_25degC_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.325775014092618,0.325775014092618,0.0,0.005250943329469001,False,3.645658822392433e-11,0.018079790896658
GRM21BR60G107ME11_DC0V_25degC_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.325775014092618,0.325775014092618,0.0,0.005250943329469001,False,3.645658822392433e-11,0.018079790896658
GRM31CR60J107MEA8_DC0V_25degC_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.30110482675587,0.30110482675587,0.0,0.005230777024618,False,3.3639044203693675e-11,0.01562905697219
GRT32EC70G107ME13_DC0V_25degC_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.395673779871941,0.395673779871941,0.0,0.005215056190344,False,3.968064993563116e-11,0.019278585916497
GRM32ER60G337ME05_DC0V_25degC_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.08806421171732201,0.08806421171732201,0.0,0.00529437156767,False,1.5063907187358368e-11,0.0058521885029990004
GRM32EB30J107ME16_DC0V_20degC_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.405763683116921,0.405763683116921,0.0,0.0052083613484250006,False,4.030138826727785e-11,0.019616581937759
GRM32ER60J227ME05_DC0V_25degC_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.11554207870898,0.11554207870898,0.0,0.005285858600865,False,1.823892371412656e-11,0.007614947437851001
GRM32ER60J107ME20_DC0V_25degC_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.395673779871941,0.395673779871941,0.0,0.005215056190344,False,3.968064993563116e-11,0.019278585916497
GRM31CR60G227ME11_DC0V_25degC_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.13753586878197302,0.13753586878197302,0.0,0.005283717984539,False,2.08420487497194e-11,0.008906376079204
GRM32EC70J107ME15_DC0V_25degC_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.395673779871941,0.395673779871941,0.0,0.005215056190344,False,3.968064993563116e-11,0.019278585916497
KRM55WC71E107MH13_DC0V_25degC_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.30144766056918804,0.30144766056918804,0.0,0.005001763789508,False,6.235332799984888e-11,0.015432038351369002
GRM32EC80G107ME20_DC0V_25degC_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.395673779871941,0.395673779871941,0.0,0.005215056190344,False,3.968064993563116e-11,0.019278585916497
GRM32EC80G227ME05_DC0V_25degC_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.11554207870898,0.11554207870898,0.0,0.005285858600865,False,1.823892371412656e-11,0.007614947437851001
GRM32EE70G107ME19_DC0V_25degC_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.395673779871941,0.395673779871941,0.0,0.005215056190344,False,3.968064993563116e-11,0.019278585916497
GRM31CD80G107MEA8_DC0V_25degC_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.30110482675587,0.30110482675587,0.0,0.005230777024618,False,3.3639044203693675e-11,0.01562905697219
GRM21BD70E107ME01_DC0V_25degC_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.35173574261206003,0.35173574261206003,0.0,0.00522882092675,False,3.8113422367284486e-11,0.019012571034577
GRM32EC80E337ME05_DC0V_25degC_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.08806421171732201,0.08806421171732201,0.0,0.00529437156767,False,1.5063907187358368e-11,0.0058521885029990004
GCM32ED70E107ME36_DC0V_25degC_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.324153874107917,0.324153874107917,0.0,0.00520566552156,False,3.578478685538776e-11,0.017294199956595
GRM31CC80E227ME11_DC0V_25degC_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.13753586878197302,0.13753586878197302,0.0,0.005283717984539,False,2.08420487497194e-11,0.008906376079204
LQG15HH1N1S02_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.8528184956876631,0.8528184956876631,0.0,0.006622380138255,False,1.4137762272657438e-11,0.0034974326057050005
LQP15MN33NG02_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.510153648784752,0.5018316882231131,1.631265518038177,0.020969840252554002,True,-2.428057913287652e-11,-0.5098441609497271
LQP15MN2N1W02_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.844516521843735,0.844516521843735,0.0,0.0035498450109760003,False,1.6504155376450978e-11,-0.002131062819955
LQP15MN2N5W02_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.50745327103129,0.50745327103129,0.0,0.0037464490811160004,False,2.060594664761873e-11,-0.0009275530456410001
LQP15MN1N9W02_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.9754130757690551,0.9754130757690551,0.0,0.0036225072060860003,False,1.458034845190399e-11,-0.0019227201528320003
LQG15HH12NH02_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.777799108320897,0.777799108320897,0.0,0.009772159751561,False,-1.865083716888104e-11,-0.330042116140839
LQP15MN1N3B02_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.9448025487060051,0.9448025487060051,0.0,0.0038274509632390003,False,8.776372311587147e-12,-0.001020417044041
LQG15HH15NH02_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,1.004864441072337,1.004864441072337,0.0,0.019522889798124003,False,-2.496570079248435e-11,-0.374225642990543
LQP03TN0N6BZ2_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.15922678149187702,0.15922678149187702,0.0,0.004154429110658,False,2.637421089187082e-12,-6.93195918229106e-05
LQP15MN3N8W02_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.19898981483691802,0.19898981483691802,0.0,0.00257939878279,False,3.003563899024741e-11,-0.011622864055391001
LQP15MN1N0B02_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.618488141023234,0.618488141023234,0.0,0.0038318121047570004,False,6.0430644210313385e-12,-0.00046652306738000006
LQP15MN3N6B02_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.23682683556730302,0.23682683556730302,0.0,0.002622102767501,False,2.857740627845017e-11,-0.010399361126139001
LQP15MN2N2W02_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.783898993808219,0.783898993808219,0.0,0.0035017287976320003,False,1.73257095303406e-11,-0.0023113388060910004
LQG15HH1N2S02_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.925277302809514,0.925277302809514,0.0,0.008053453036552001,False,1.585073769171708e-11,0.006758044319501001
LQP15MN2N6W02_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.580566506855628,0.580566506855628,0.0,0.0031893799141110004,False,2.0698833043311828e-11,-0.00396162315908
LQP15MN27NG02_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.383923179733319,0.383923179733319,0.0,0.00616994210292,False,-9.993572411553765e-12,-0.447364542304067
LQP15MN1N0W02_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.618488141023234,0.618488141023234,0.0,0.0038318121047570004,False,6.0430644210313385e-12,-0.00046652306738000006
LQP15MN1N4W02_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,1.019105208297163,1.019105208297163,0.0,0.0037592906948390003,False,9.772609895401519e-12,-0.001407098434547
LQP15MN2N8W02_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.500366804026468,0.500366804026468,0.0,0.0030170662854080003,False,2.2227610352456677e-11,-0.005366481903404
LQG15HH1N0B02_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.8008498060281001,0.8008498060281001,0.0,0.005642659378752001,False,1.260228383037963e-11,0.0017898790092690001
LQP15MN5N1B02_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.128619551831875,0.128619551831875,0.0,0.0030663279524350004,False,3.758813810766625e-11,-0.025730015118878003
LQG15HH1N3C02_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.8865827640440511,0.8865827640440511,0.0,0.010974200142757,False,1.921592937662136e-11,0.016524564312753003
LQP15MN3N2W02_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.34271026612398003,0.34271026612398003,0.0,0.002802176699305,False,2.538640332067922e-11,-0.007976235450455001
LQP15MN3N6W02_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.23682683556730302,0.23682683556730302,0.0,0.002622102767501,False,2.857740627845017e-11,-0.010399361126139001
LQP15MN22NG02_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.270262575666999,0.270262575666999,0.0,0.006127010830605,False,5.833980335427656e-12,-0.37651228407109405
LQP15MN2N2B02_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.783898993808219,0.783898993808219,0.0,0.0035017287976320003,False,1.73257095303406e-11,-0.0023113388060910004
LQP15MN3N1W02_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.39922561815008,0.39922561815008,0.0,0.0028325484188720003,False,2.427684593281573e-11,-0.007501697272003001
LQG15HH1N0C02_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.8008498060281001,0.8008498060281001,0.0,0.005642659378752001,False,1.260228383037963e-11,0.0017898790092690001
LQP15MN5N6B02_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.14581334663363302,0.14581334663363302,0.0,0.0034042067455610004,False,3.973711685268119e-11,-0.032129377738439005
LQP15MN3N5W02_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.25441935017005,0.25441935017005,0.0,0.002657184069292,False,2.789704526190383e-11,-0.009508394787656001
