file,Sij,baseline_test_MSE,train_improvement_percent,gate_threshold_percent,gated
BLE18PK100SN1_series.s2p,S12,0.0007264440115136693,0.25118783786327664,2.0,False
BLE18PK160SN1_series.s2p,S12,0.001305728544271919,0.3260524500637321,2.0,False
BLE18PS080BH1_series.s2p,S12,0.00044540593733820316,0.13027669202429065,2.0,False
BLE18PS080SH1_series.s2p,S12,0.00044540593733820316,0.13027669202429065,2.0,False
BLE18PS080SN1_series.s2p,S12,0.00044540593733820316,0.13027669202429065,2.0,False
BLE18PS080SZ1_series.s2p,S12,0.00044540593733820316,0.13027669202429065,2.0,False
BLE32PN260SH1_series.s2p,S12,0.0005439153835147182,0.14454595252142824,2.0,False
NFZ32BW451HZ10_series.s2p,S12,0.021011229406616726,0.4309361353919226,2.0,False
NFZ32BW520HN11_series.s2p,S12,0.023813871184987113,0.5308481913315408,2.0,False
NFZ32BW520HZ11_series.s2p,S12,0.023813871184987113,0.5308481913315408,2.0,False
NFZ32BW621HN10_series.s2p,S12,0.017074243741545373,0.3785629105350746,2.0,False
NFZ32BW621HZ10_series.s2p,S12,0.017074243741545373,0.3785629105350746,2.0,False
NFZ32BW650HN11_series.s2p,S12,0.024840748882187024,0.5649073775060998,2.0,False
NFZ32BW650HZ11_series.s2p,S12,0.024840748882187024,0.5649073775060998,2.0,False
NFZ32BW6R8HN11_series.s2p,S12,0.04181637286476929,0.41761074955706123,2.0,False
NFZ32BW6R8HZ11_series.s2p,S12,0.04181637286476929,0.41761074955706123,2.0,False
NFZ32BW700HN10_series.s2p,S12,0.027232916853908107,0.621066042828772,2.0,False
NFZ32BW700HZ10_series.s2p,S12,0.027232916853908107,0.621066042828772,2.0,False
NFZ32BW7R4HN10_series.s2p,S12,0.038266879523850265,0.43301678605031874,2.0,False
NFZ32BW7R4HZ10_series.s2p,S12,0.038266879523850265,0.43301678605031874,2.0,False
NFZ32BW881HN10_series.s2p,S12,0.012201020506314688,0.3056521015537552,2.0,False
NFZ32BW881HZ10_series.s2p,S12,0.012201020506314688,0.3056521015537552,2.0,False
NFZ32BW8R4HN11_series.s2p,S12,0.03481106854911975,0.3175813179040582,2.0,False
NFZ32BW8R4HZ11_series.s2p,S12,0.03481106854911975,0.3175813179040582,2.0,False
NFZ32BW9R0HN10_series.s2p,S12,0.03245066136268289,0.48133694139307437,2.0,False
NFZ32BW9R0HZ10_series.s2p,S12,0.03245066136268289,0.48133694139307437,2.0,False
NFZ32BW9R8HN11_series.s2p,S12,0.03746806952672177,0.40970656451365844,2.0,False
NFZ32BW9R8HZ11_series.s2p,S12,0.03746806952672177,0.40970656451365844,2.0,False
NFZ32SW301HN10_series.s2p,S12,0.03765692113997764,0.4671439513933115,2.0,False
NFZ32SW901HN10_series.s2p,S12,0.038266879523850265,0.43301678605031874,2.0,False
NFZ5BBW100LN10_series.s2p,S12,0.033331113945744804,0.18771443052722814,2.0,False
NFZ5BBW100LZ10_series.s2p,S12,0.033331113945744804,0.18771443052722814,2.0,False
NFZ5BBW140LN10_series.s2p,S12,0.029474174102690383,0.17376088029641407,2.0,False
NFZ5BBW140LZ10_series.s2p,S12,0.029474174102690383,0.17376088029641407,2.0,False
NFZ5BBW141LN10_series.s2p,S12,0.020792964041836094,0.18802023212165483,2.0,False
NFZ5BBW141LZ10_series.s2p,S12,0.020792964041836094,0.18802023212165483,2.0,False
NFZ5BBW170LN10_series.s2p,S12,0.025014761233224832,0.196506865506965,2.0,False
NFZ5BBW170LZ10_series.s2p,S12,0.025014761233224832,0.196506865506965,2.0,False
NFZ5BBW220LN10_series.s2p,S12,0.022865036328914172,0.20087297557139688,2.0,False
NFZ5BBW220LZ10_series.s2p,S12,0.022865036328914172,0.20087297557139688,2.0,False
NFZ5BBW2R9LN10_series.s2p,S12,0.008324424092897718,0.13923759492312404,2.0,False
NFZ5BBW2R9LZ10_series.s2p,S12,0.008324424092897718,0.13923759492312404,2.0,False
NFZ5BBW310LN10_series.s2p,S12,0.018079452280897794,0.16877433460926416,2.0,False
NFZ5BBW310LZ10_series.s2p,S12,0.018079452280897794,0.16877433460926416,2.0,False
NFZ5BBW450LN10_series.s2p,S12,0.01703084403448605,0.16225557538310284,2.0,False
NFZ5BBW450LZ10_series.s2p,S12,0.01703084403448605,0.16225557538310284,2.0,False
NFZ5BBW4R5LN10_series.s2p,S12,0.04184479246857644,0.24098740305732672,2.0,False
NFZ5BBW4R5LZ10_series.s2p,S12,0.04184479246857644,0.24098740305732672,2.0,False
NFZ5BBW520LN10_series.s2p,S12,0.015362778995172152,0.13781126351613687,2.0,False
NFZ5BBW520LZ10_series.s2p,S12,0.015362778995172152,0.13781126351613687,2.0,False
NFZ5BBW610LN10_series.s2p,S12,0.016180084805751036,0.15460196643712362,2.0,False
NFZ5BBW610LZ10_series.s2p,S12,0.016180084805751036,0.15460196643712362,2.0,False
NFZ5BBW6R7LN10_series.s2p,S12,0.03194740432573655,0.4922890240899864,2.0,False
NFZ5BBW6R7LZ10_series.s2p,S12,0.03194740432573655,0.4922890240899864,2.0,False
NFZ5BBW7R6LN10_series.s2p,S12,0.03194740432573655,0.4922890240899864,2.0,False
NFZ5BBW7R6LZ10_series.s2p,S12,0.03194740432573655,0.4922890240899864,2.0,False
NFZ5BBW970LN10_series.s2p,S12,0.01808727992796602,0.1919524187282885,2.0,False
NFZ5BBW970LZ10_series.s2p,S12,0.01808727992796602,0.1919524187282885,2.0,False
