file,Sij,baseline_test_MSE,ufrf_test_MSE,improvement_percent,device_type,freq_min_GHz,freq_max_GHz,family
0603CT_10N.s2p,S22,0.6359575654639033,0.5971459126371361,6.102868325570705,passive,0.001,8.5,unknown
0603CT_11N.s2p,S22,0.6753003780389925,0.6332382202523682,6.228659001905008,passive,0.001,8.3,unknown
0603CT_12N.s2p,S22,0.6668468200004842,0.6254208196771954,6.212221319921526,passive,0.001,8.0,unknown
0603CT_15N.s2p,S22,0.6316700672588856,0.5832231913801013,7.669648823003158,passive,0.001,7.5,unknown
0603CT_16N.s2p,S22,0.673169576119662,0.618416100152711,8.133682493877009,passive,0.001,7.3,unknown
0603CT_18N.s2p,S22,0.6779799815060817,0.6200148035857586,8.549688707852093,passive,0.001,7.3,unknown
0603CT_1N0.s2p,S22,0.5575947032209528,0.5234498913210466,6.123589715373607,passive,0.001,26.0,unknown
0603CT_1N2.s2p,S22,0.5585246457180787,0.5229658513378737,6.366557797013262,passive,0.001,26.0,unknown
0603CT_20N.s2p,S22,0.6827286454985277,0.6213711115034845,8.987104085875888,passive,0.001,7.3,unknown
0603CT_22N.s2p,S22,0.6743676711759071,0.6136889805319238,8.997864701636248,passive,0.001,6.7,unknown
0603CT_24N.s2p,S22,0.6855757615449791,0.6200523067525631,9.557434563432594,passive,0.001,6.5,unknown
0603CT_27N.s2p,S22,0.6905102019318772,0.6210020781639861,10.06619794659434,passive,0.001,6.5,unknown
0603CT_2N0.s2p,S22,0.6070294709387469,0.57415672311463,5.415346271949627,passive,0.001,18.0,unknown
0603CT_2N2.s2p,S22,0.6015002323676151,0.5668282030073933,5.764258680956162,passive,0.001,17.5,unknown
0603CT_2N3.s2p,S22,0.5904714097662385,0.5632193945336015,4.615298011367862,passive,0.001,17.0,unknown
0603CT_2N5.s2p,S22,0.5909766655099934,0.5630176924392466,4.730977499190957,passive,0.001,17.0,unknown
0603CT_30N.s2p,S22,0.6991561939322135,0.6245530114535166,10.670460066886005,passive,0.001,5.8,unknown
0603CT_33N.s2p,S22,0.7206798460755172,0.6383161222213758,11.428614842312491,passive,0.001,5.6,unknown
0603CT_36N.s2p,S22,0.724258898939556,0.6402103650571889,11.604763711627031,passive,0.001,5.6,unknown
0603CT_39N.s2p,S22,0.7252242730126626,0.6416677837708028,11.521468923641615,passive,0.001,5.5,unknown
0603CT_3N0.s2p,S22,0.5879422112351314,0.5605857297720727,4.65292012383139,passive,0.001,17.0,unknown
0603CT_3N3.s2p,S22,0.6328273831602461,0.6037480817786464,4.595139552334483,passive,0.001,16.0,unknown
0603CT_3N6.s2p,S22,0.6318547798412336,0.603004815866731,4.565916868073976,passive,0.001,16.0,unknown
0603CT_3N9.s2p,S22,0.6080483562665879,0.5807556918458542,4.488568078419041,passive,0.001,14.0,unknown
0603CT_43N.s2p,S22,0.7275025612586902,0.7042475664747534,3.1965516030214514,passive,0.001,5.5,unknown
0603CT_47N.s2p,S22,0.7202453435915811,0.6988438835081275,2.971412487963181,passive,0.001,5.4,unknown
0603CT_4N3.s2p,S22,0.6074729150445177,0.579892409887573,4.540203270613896,passive,0.001,14.0,unknown
0603CT_4N7.s2p,S22,0.5774426415356381,0.5457340471722877,5.491211088780222,passive,0.001,15.0,unknown
0603CT_51N.s2p,S22,0.7098900250016342,0.6887410506849108,2.9791902367799548,passive,0.001,5.4,unknown
0603CT_56N.s2p,S22,0.6967482341522508,0.6767012283028165,2.8772237756477343,passive,0.001,5.4,unknown
0603CT_5N1.s2p,S22,0.6287807158986981,0.600257965318404,4.536199959556224,passive,0.001,16.0,unknown
0603CT_5N6.s2p,S22,0.5875092052859678,0.5611745283465612,4.482427969207445,passive,0.001,13.0,unknown
0603CT_6N8.s2p,S22,0.6367290249056193,0.6096182734420814,4.257816182881952,passive,0.001,9.7,unknown
0603CT_7N2.s2p,S22,0.6376949690067206,0.6098183156810086,4.371471421380807,passive,0.001,9.7,unknown
0603CT_8N2.s2p,S22,0.6380830398000112,0.6081339280717095,4.693607236087706,passive,0.001,9.7,unknown
0603CT_9N5.s2p,S22,0.6578874058503607,0.6213993467083703,5.546246792006495,passive,0.001,9.0,unknown
