run_index,frac_subadd
0,0.9443064182194617
1,0.9571428571428572
2,0.949896480331263
3,0.9559006211180124
4,0.9194616977225673
5,0.9490683229813665
6,0.943064182194617
7,0.9271221532091097
8,0.9550724637681159
9,0.9420289855072463
