file,Sij,baseline_test_MSE,ufrf_test_MSE,freq_min_GHz,freq_max_GHz,device_type,family,leaderboard,improvement_%
LQP15MN1N3B02_series.s2p,S22,0.2969603208742478,0.2373772891705289,0.05,20.0,passive,LQP,results/batch_s22_sparameters (3)/leaderboard.csv,20.064307422724738
LQP15MN1N3W02_series.s2p,S22,0.2969603208742478,0.2373772891705289,0.05,20.0,passive,LQP,results/batch_s22_sparameters (3)/leaderboard.csv,20.064307422724738
LQP15MN1N4W02_series.s2p,S22,0.2950696744737944,0.2370646129374242,0.05,20.0,passive,LQP,results/batch_s22_sparameters (3)/leaderboard.csv,19.658089785001515
LQP15MN1N5B02_series.s2p,S22,0.2943813084783627,0.2367793267910448,0.05,20.0,passive,LQP,results/batch_s22_sparameters (3)/leaderboard.csv,19.56713284041663
LQP15MN1N5W02_series.s2p,S22,0.2943813084783627,0.2367793267910448,0.05,20.0,passive,LQP,results/batch_s22_sparameters (3)/leaderboard.csv,19.56713284041663
LQP15MN1N6B02_series.s2p,S22,0.2944225520089205,0.2358434451501361,0.05,20.0,passive,LQP,results/batch_s22_sparameters (3)/leaderboard.csv,19.896270329526093
LQP15MN1N6W02_series.s2p,S22,0.2944225520089205,0.2358434451501361,0.05,20.0,passive,LQP,results/batch_s22_sparameters (3)/leaderboard.csv,19.896270329526093
LQP15MN1N7W02_series.s2p,S22,0.2919526392040503,0.2357472377859716,0.05,20.0,passive,LQP,results/batch_s22_sparameters (3)/leaderboard.csv,19.251547638449622
LQP15MN1N8B02_series.s2p,S22,0.2926841618643877,0.2371494759541625,0.05,20.0,passive,LQP,results/batch_s22_sparameters (3)/leaderboard.csv,18.974270953532727
LQP15MN1N8W02_series.s2p,S22,0.2926841618643877,0.2371494759541625,0.05,20.0,passive,LQP,results/batch_s22_sparameters (3)/leaderboard.csv,18.974270953532727
LQP15MN1N9W02_series.s2p,S22,0.2955027341092828,0.2377947825006148,0.05,20.0,passive,LQP,results/batch_s22_sparameters (3)/leaderboard.csv,19.528736944723644
LQP15MN22NG02_series.s2p,S22,0.4231604345614553,0.3088089941059905,0.05,20.0,passive,LQP,results/batch_s22_sparameters (3)/leaderboard.csv,27.02318816124044
LQP15MN27NG02_series.s2p,S22,0.4415670421621258,0.3154917391703529,0.05,20.0,passive,LQP,results/batch_s22_sparameters (3)/leaderboard.csv,28.55179190331942
LQP15MN2N0B02_series.s2p,S22,0.2944488969080675,0.2392055757842016,0.05,20.0,passive,LQP,results/batch_s22_sparameters (3)/leaderboard.csv,18.76159894092384
LQP15MN2N0W02_series.s2p,S22,0.2944488969080675,0.2392055757842016,0.05,20.0,passive,LQP,results/batch_s22_sparameters (3)/leaderboard.csv,18.76159894092384
LQP15MN2N1W02_series.s2p,S22,0.2967466130605736,0.2420470081729882,0.05,20.0,passive,LQP,results/batch_s22_sparameters (3)/leaderboard.csv,18.433101669948904
LQP15MN2N2B02_series.s2p,S22,0.296231125785749,0.2418100885098068,0.05,20.0,passive,LQP,results/batch_s22_sparameters (3)/leaderboard.csv,18.371140821745573
LQP15MN2N2W02_series.s2p,S22,0.296231125785749,0.2418100885098068,0.05,20.0,passive,LQP,results/batch_s22_sparameters (3)/leaderboard.csv,18.371140821745573
LQP15MN2N3W02_series.s2p,S22,0.2966327852697186,0.2423918256545388,0.05,20.0,passive,LQP,results/batch_s22_sparameters (3)/leaderboard.csv,18.285557871109983
LQP15MN2N4B02_series.s2p,S22,0.2995234140054381,0.2457156941163915,0.05,20.0,passive,LQP,results/batch_s22_sparameters (3)/leaderboard.csv,17.964445306459304
LQP15MN2N4W02_series.s2p,S22,0.2995234140054381,0.2457156941163915,0.05,20.0,passive,LQP,results/batch_s22_sparameters (3)/leaderboard.csv,17.964445306459304
LQP15MN2N5W02_series.s2p,S22,0.3203672081019438,0.2680782828376014,0.05,20.0,passive,LQP,results/batch_s22_sparameters (3)/leaderboard.csv,16.321559742064363
LQP15MN2N6W02_series.s2p,S22,0.3004774582601487,0.247059186984505,0.05,20.0,passive,LQP,results/batch_s22_sparameters (3)/leaderboard.csv,17.77779657247866
LQP15MN2N7B02_series.s2p,S22,0.3002478034659345,0.2469135551144273,0.05,20.0,passive,LQP,results/batch_s22_sparameters (3)/leaderboard.csv,17.7634100019514
LQP15MN2N7W02_series.s2p,S22,0.3002478034659345,0.2469135551144273,0.05,20.0,passive,LQP,results/batch_s22_sparameters (3)/leaderboard.csv,17.7634100019514
LQP15MN2N8W02_series.s2p,S22,0.3023209483372416,0.2475310085568235,0.05,20.0,passive,LQP,results/batch_s22_sparameters (3)/leaderboard.csv,18.123103966748427
LQP15MN2N9W02_series.s2p,S22,0.3016858878531152,0.248647208872822,0.05,20.0,passive,LQP,results/batch_s22_sparameters (3)/leaderboard.csv,17.580762347795552
LQP15MN33NG02_series.s2p,S22,0.4181395120648661,0.3649264363554662,0.05,20.0,passive,LQP,results/batch_s22_sparameters (3)/leaderboard.csv,12.726153394741841
LQP15MN3N0B02_series.s2p,S22,0.3018052796252033,0.2488624546429596,0.05,20.0,passive,LQP,results/batch_s22_sparameters (3)/leaderboard.csv,17.54204732534524
LQP15MN3N0W02_series.s2p,S22,0.3018052796252033,0.2488624546429596,0.05,20.0,passive,LQP,results/batch_s22_sparameters (3)/leaderboard.csv,17.54204732534524
LQP15MN3N1W02_series.s2p,S22,0.3020328791681861,0.2493036367074517,0.05,20.0,passive,LQP,results/batch_s22_sparameters (3)/leaderboard.csv,17.458113370290484
LQP15MN3N2W02_series.s2p,S22,0.3092285759948011,0.2563012459470685,0.05,20.0,passive,LQP,results/batch_s22_sparameters (3)/leaderboard.csv,17.115924644888718
LQP15MN3N3B02_series.s2p,S22,0.3114394161732993,0.258739701283909,0.05,20.0,passive,LQP,results/batch_s22_sparameters (3)/leaderboard.csv,16.921337554802548
LQP15MN3N3W02_series.s2p,S22,0.3114394161732993,0.258739701283909,0.05,20.0,passive,LQP,results/batch_s22_sparameters (3)/leaderboard.csv,16.921337554802548
LQP15MN3N4W02_series.s2p,S22,0.3131992872671416,0.2604730063012683,0.05,20.0,passive,LQP,results/batch_s22_sparameters (3)/leaderboard.csv,16.8347384906086
LQP15MN3N5W02_series.s2p,S22,0.3155154211030467,0.2629688479687528,0.05,20.0,passive,LQP,results/batch_s22_sparameters (3)/leaderboard.csv,16.654201227499524
LQP15MN3N6B02_series.s2p,S22,0.3166627566666238,0.264092728732101,0.05,20.0,passive,LQP,results/batch_s22_sparameters (3)/leaderboard.csv,16.60126643496238
LQP15MN3N6W02_series.s2p,S22,0.3166627566666238,0.264092728732101,0.05,20.0,passive,LQP,results/batch_s22_sparameters (3)/leaderboard.csv,16.60126643496238
LQP15MN3N7W02_series.s2p,S22,0.3169010223487744,0.2644101389013877,0.05,20.0,passive,LQP,results/batch_s22_sparameters (3)/leaderboard.csv,16.563810068626523
LQP15MN3N8W02_series.s2p,S22,0.3209794065926002,0.2687058335704742,0.05,20.0,passive,LQP,results/batch_s22_sparameters (3)/leaderboard.csv,16.28564697562474
LQP15MN3N9B02_series.s2p,S22,0.3154752209924863,0.2629667519162901,0.05,20.0,passive,LQP,results/batch_s22_sparameters (3)/leaderboard.csv,16.644245120426373
LQP15MN3N9W02_series.s2p,S22,0.3154752209924863,0.2629667519162901,0.05,20.0,passive,LQP,results/batch_s22_sparameters (3)/leaderboard.csv,16.644245120426373
LQP15MN4N3B02_series.s2p,S22,0.3216600870177776,0.2695201856859174,0.05,20.0,passive,LQP,results/batch_s22_sparameters (3)/leaderboard.csv,16.20962731660845
LQP15MN4N7B02_series.s2p,S22,0.3230213794031321,0.2707326684103686,0.05,20.0,passive,LQP,results/batch_s22_sparameters (3)/leaderboard.csv,16.187383971110766
LQP15MN5N1B02_series.s2p,S22,0.3227203272663664,0.2706716570662043,0.05,20.0,passive,LQP,results/batch_s22_sparameters (3)/leaderboard.csv,16.128104058720254
LQP15MN5N6B02_series.s2p,S22,0.3233161657754894,0.2727482973589414,0.05,20.0,passive,LQP,results/batch_s22_sparameters (3)/leaderboard.csv,15.640377367230776
LQP15MN6N2B02_series.s2p,S22,0.3247025248959624,0.2738485966399656,0.05,20.0,passive,LQP,results/batch_s22_sparameters (3)/leaderboard.csv,15.661697817807509
LQP15MN6N8B02_series.s2p,S22,0.3262103938060905,0.2733928672566813,0.05,20.0,passive,LQP,results/batch_s22_sparameters (3)/leaderboard.csv,16.19124575803846
LQP15MN7N5B02_series.s2p,S22,0.3287183669732003,0.2723395396607714,0.05,20.0,passive,LQP,results/batch_s22_sparameters (3)/leaderboard.csv,17.151103490674533
LQP15MN8N2B02_series.s2p,S22,0.3298336320755358,0.2692685776076814,0.05,20.0,passive,LQP,results/batch_s22_sparameters (3)/leaderboard.csv,18.36230407637274
LQP15MN9N1B02_series.s2p,S22,0.3335024848839101,0.2663788422883796,0.05,20.0,passive,LQP,results/batch_s22_sparameters (3)/leaderboard.csv,20.126879300133485
LQW04CA90NK00_series.s2p,S22,0.4014551362919326,0.3641913188381839,0.01,20.0,passive,LQW,results/batch_s22_sparameters (3)/leaderboard.csv,9.282187244616782
LQW18AN4N2B8Z_series.s2p,S22,0.2907695655571786,0.2366458854529544,0.05,20.0,passive,LQW,results/batch_s22_sparameters (3)/leaderboard.csv,18.61394262515449
GCM32ED70E107ME36_DC0V_25degC_series.s2p,S12,0.0002541885767223,0.0002527193166367,1e-07,6.0,passive,GCM,results/batch_s12_sparameters/leaderboard.csv,0.5780197145543532
GCM32ED70E227ME35_DC0V_25degC_series.s2p,S12,0.0001106629918368,0.0001106085969089,1e-07,6.0,passive,GCM,results/batch_s12_sparameters/leaderboard.csv,0.04915367549453426
GCM32ED70E227ME36_DC0V_25degC_series.s2p,S12,0.0001106629918368,0.0001106085969089,1e-07,6.0,passive,GCM,results/batch_s12_sparameters/leaderboard.csv,0.04915367549453426
GCM32EM8EA227ME08_DC0V_25degC_series.s2p,S12,0.0001106629918368,0.0001106085969089,1e-07,6.0,passive,GCM,results/batch_s12_sparameters/leaderboard.csv,0.04915367549453426
GRM21BC80E107ME15_DC0V_25degC_series.s2p,S12,0.0002763896281468,0.0002702971817586,1e-07,6.0,passive,GRM,results/batch_s12_sparameters/leaderboard.csv,2.2042963149702994
GRM21BC80G107ME15_DC0V_25degC_series.s2p,S12,0.0002763896281468,0.0002702971817586,1e-07,6.0,passive,GRM,results/batch_s12_sparameters/leaderboard.csv,2.2042963149702994
GRM21BD70E107ME01_DC0V_25degC_series.s2p,S12,0.0003065035224951,0.0002995544888674,1e-07,6.0,passive,GRM,results/batch_s12_sparameters/leaderboard.csv,2.267195355906904
GRM21BR60E107ME15_DC0V_25degC_series.s2p,S12,0.0002763896281468,0.0002702971817586,1e-07,6.0,passive,GRM,results/batch_s12_sparameters/leaderboard.csv,2.2042963149702994
GRM21BR60G107ME11_DC0V_25degC_series.s2p,S12,0.0002763896281468,0.0002702971817586,1e-07,6.0,passive,GRM,results/batch_s12_sparameters/leaderboard.csv,2.2042963149702994
GRM21BR60J107ME15_DC0V_25degC_series.s2p,S12,0.0002763896281468,0.0002702971817586,1e-07,6.0,passive,GRM,results/batch_s12_sparameters/leaderboard.csv,2.2042963149702994
GRM31CC80E227ME11_DC0V_25degC_series.s2p,S12,0.0001882456650075,0.0001869115557927,1e-07,6.0,passive,GRM,results/batch_s12_sparameters/leaderboard.csv,0.7087064739296047
GRM31CC80G227ME11_DC0V_25degC_series.s2p,S12,0.0001882456650075,0.0001869115557927,1e-07,6.0,passive,GRM,results/batch_s12_sparameters/leaderboard.csv,0.7087064739296047
GRM31CD80G107MEA8_DC0V_25degC_series.s2p,S12,0.0002038373493139,0.0002025773004788,1e-07,6.0,passive,GRM,results/batch_s12_sparameters/leaderboard.csv,0.6181638641501274
GRM31CD80J107MEA8_DC0V_25degC_series.s2p,S12,0.0002038373493139,0.0002025773004788,1e-07,6.0,passive,GRM,results/batch_s12_sparameters/leaderboard.csv,0.6181638641501274
GRM31CR60E227ME11_DC0V_25degC_series.s2p,S12,0.0001882456650075,0.0001869115557927,1e-07,6.0,passive,GRM,results/batch_s12_sparameters/leaderboard.csv,0.7087064739296047
GRM31CR60G107MEA8_DC0V_25degC_series.s2p,S12,0.0002038373493139,0.0002025773004788,1e-07,6.0,passive,GRM,results/batch_s12_sparameters/leaderboard.csv,0.6181638641501274
GRM31CR60G227ME11_DC0V_25degC_series.s2p,S12,0.0001882456650075,0.0001869115557927,1e-07,6.0,passive,GRM,results/batch_s12_sparameters/leaderboard.csv,0.7087064739296047
GRM31CR60J107KEA8_DC0V_25degC_series.s2p,S12,0.0002038373493139,0.0002025773004788,1e-07,6.0,passive,GRM,results/batch_s12_sparameters/leaderboard.csv,0.6181638641501274
GRM31CR60J107MEA8_DC0V_25degC_series.s2p,S12,0.0002038373493139,0.0002025773004788,1e-07,6.0,passive,GRM,results/batch_s12_sparameters/leaderboard.csv,0.6181638641501274
GRM31CR60J227ME11_DC0V_25degC_series.s2p,S12,0.0001882456650075,0.0001869115557927,1e-07,6.0,passive,GRM,results/batch_s12_sparameters/leaderboard.csv,0.7087064739296047
GRM31CR61A107MEA8_DC0V_25degC_series.s2p,S12,0.0002038373493139,0.0002025773004788,1e-07,6.0,passive,GRM,results/batch_s12_sparameters/leaderboard.csv,0.6181638641501274
GRM32EB30J107ME16_DC0V_20degC_series.s2p,S12,0.0004368677656901,0.0004348989813717,1e-07,6.0,passive,GRM,results/batch_s12_sparameters/leaderboard.csv,0.45065909481556155
GRM32EC70G107ME15_DC0V_25degC_series.s2p,S12,0.0004289331736444,0.0004270127857532,1e-07,6.0,passive,GRM,results/batch_s12_sparameters/leaderboard.csv,0.44771260634460885
GRM32EC70J107ME15_DC0V_25degC_series.s2p,S12,0.0004289331736444,0.0004270127857532,1e-07,6.0,passive,GRM,results/batch_s12_sparameters/leaderboard.csv,0.44771260634460885
GRM32EC80E227ME05_DC0V_25degC_series.s2p,S12,0.0009715509449845,0.0009499519180624,1e-07,6.0,passive,GRM,results/batch_s12_sparameters/leaderboard.csv,2.2231491857016956
GRM32EC80E337ME05_DC0V_25degC_series.s2p,S12,0.0010479054822135,0.0010278386236515,1e-07,6.0,passive,GRM,results/batch_s12_sparameters/leaderboard.csv,1.9149492871831097
GRM32EC80G107KE20_DC0V_25degC_series.s2p,S12,0.0004289331736444,0.0004270127857532,1e-07,6.0,passive,GRM,results/batch_s12_sparameters/leaderboard.csv,0.44771260634460885
GRM32EC80G107ME20_DC0V_25degC_series.s2p,S12,0.0004289331736444,0.0004270127857532,1e-07,6.0,passive,GRM,results/batch_s12_sparameters/leaderboard.csv,0.44771260634460885
GRM32EC80G227ME05_DC0V_25degC_series.s2p,S12,0.0009715509449845,0.0009499519180624,1e-07,6.0,passive,GRM,results/batch_s12_sparameters/leaderboard.csv,2.2231491857016956
GRM32EC80J107ME20_DC0V_25degC_series.s2p,S12,0.0004289331736444,0.0004270127857532,1e-07,6.0,passive,GRM,results/batch_s12_sparameters/leaderboard.csv,0.44771260634460885
GRM32EC80J227ME01_DC0V_25degC_series.s2p,S12,0.000212292287474,0.0002109449643508,1e-07,6.0,passive,GRM,results/batch_s12_sparameters/leaderboard.csv,0.6346547673640821
GRM32ED70E227ME01_DC0V_25degC_series.s2p,S12,0.000212292287474,0.0002109449643508,1e-07,6.0,passive,GRM,results/batch_s12_sparameters/leaderboard.csv,0.6346547673640821
GRM32ED70G227ME01_DC0V_25degC_series.s2p,S12,0.000212292287474,0.0002109449643508,1e-07,6.0,passive,GRM,results/batch_s12_sparameters/leaderboard.csv,0.6346547673640821
GRM32EE70G107ME19_DC0V_25degC_series.s2p,S12,0.0004289331736444,0.0004270127857532,1e-07,6.0,passive,GRM,results/batch_s12_sparameters/leaderboard.csv,0.44771260634460885
GRM32EE70J107ME15_DC0V_25degC_series.s2p,S12,0.0004289331736444,0.0004270127857532,1e-07,6.0,passive,GRM,results/batch_s12_sparameters/leaderboard.csv,0.44771260634460885
GRM32ER60E337ME05_DC0V_25degC_series.s2p,S12,0.0010479054822135,0.0010278386236515,1e-07,6.0,passive,GRM,results/batch_s12_sparameters/leaderboard.csv,1.9149492871831097
GRM32ER60G227ME05_DC0V_25degC_series.s2p,S12,0.0009715509449845,0.0009499519180624,1e-07,6.0,passive,GRM,results/batch_s12_sparameters/leaderboard.csv,2.2231491857016956
GRM32ER60G337ME05_DC0V_25degC_series.s2p,S12,0.0010479054822135,0.0010278386236515,1e-07,6.0,passive,GRM,results/batch_s12_sparameters/leaderboard.csv,1.9149492871831097
GRM32ER60J107ME20_DC0V_25degC_series.s2p,S12,0.0004289331736444,0.0004270127857532,1e-07,6.0,passive,GRM,results/batch_s12_sparameters/leaderboard.csv,0.44771260634460885
GRM32ER60J227ME05_DC0V_25degC_series.s2p,S12,0.0009715509449845,0.0009499519180624,1e-07,6.0,passive,GRM,results/batch_s12_sparameters/leaderboard.csv,2.2231491857016956
GRM32ER61A107ME20_DC0V_25degC_series.s2p,S12,0.0004289331736444,0.0004270127857532,1e-07,6.0,passive,GRM,results/batch_s12_sparameters/leaderboard.csv,0.44771260634460885
GRT32EC70G107ME13_DC0V_25degC_series.s2p,S12,0.0004289331736444,0.0004270127857532,1e-07,6.0,passive,GRT,results/batch_s12_sparameters/leaderboard.csv,0.44771260634460885
GRT32EC70J107ME13_DC0V_25degC_series.s2p,S12,0.0004289331736444,0.0004270127857532,1e-07,6.0,passive,GRT,results/batch_s12_sparameters/leaderboard.csv,0.44771260634460885
GRT32ER60J107ME13_DC0V_25degC_series.s2p,S12,0.0004289331736444,0.0004270127857532,1e-07,6.0,passive,GRT,results/batch_s12_sparameters/leaderboard.csv,0.44771260634460885
KCM55WC71E107MH13_DC0V_25degC_series.s2p,S12,0.0084617891867755,0.0082141873261926,1e-07,3.0,passive,KCM,results/batch_s12_sparameters/leaderboard.csv,2.926117102631965
KCM55WR71E686MH01_DC0V_25degC_series.s2p,S12,0.0171964905804395,0.0164724457146025,1e-07,6.0,passive,KCM,results/batch_s12_sparameters/leaderboard.csv,4.210422251273635
KRM55WC71E107MH13_DC0V_25degC_series.s2p,S12,0.0084617891867755,0.0082141873261926,1e-07,3.0,passive,KRM,results/batch_s12_sparameters/leaderboard.csv,2.926117102631965
04AF101.s2p,S11,0.7238158565730111,0.7187424840393385,0.001,1.0,passive,unknown,results/batch_s11_interleave_0402af/leaderboard.csv,0.700920335966807
04AF141.s2p,S11,0.5680033046121591,0.5518428489400756,0.001,6.0,passive,unknown,results/batch_s11_interleave_0402af/leaderboard.csv,2.8451340935627227
04AF181.s2p,S11,0.5370263668015269,0.521398485483385,0.001,6.0,passive,unknown,results/batch_s11_interleave_0402af/leaderboard.csv,2.9100770994206484
04AF200.s2p,S11,0.6430298663842913,0.5889341142858826,0.001,6.0,passive,unknown,results/batch_s11_interleave_0402af/leaderboard.csv,8.412634455470167
04AF201.s2p,S11,0.5538398828058879,0.5449879705874756,0.001,3.0,passive,unknown,results/batch_s11_interleave_0402af/leaderboard.csv,1.5982800251882114
04AF220.s2p,S11,0.6469708637188248,0.5898293106592273,0.001,6.0,passive,unknown,results/batch_s11_interleave_0402af/leaderboard.csv,8.83216791729147
04AF221.s2p,S11,0.5145933937468505,0.4986530602681532,0.001,6.0,passive,unknown,results/batch_s11_interleave_0402af/leaderboard.csv,3.097656066400851
04AF251.s2p,S11,0.5001911318041318,0.4846424972337755,0.001,6.0,passive,unknown,results/batch_s11_interleave_0402af/leaderboard.csv,3.1085386328770235
04AF271.s2p,S11,0.4916513821389228,0.4755188734809651,0.001,6.0,passive,unknown,results/batch_s11_interleave_0402af/leaderboard.csv,3.2812902076616592
04AF301.s2p,S11,0.4762157250168412,0.4621067567396388,0.001,6.0,passive,unknown,results/batch_s11_interleave_0402af/leaderboard.csv,2.9627262469552877
04AF330.s2p,S11,0.6529394319419928,0.5842819451800183,0.001,6.0,passive,unknown,results/batch_s11_interleave_0402af/leaderboard.csv,10.515138679520586
04AF331.s2p,S11,0.4861262764621569,0.4784927465998734,0.001,3.0,passive,unknown,results/batch_s11_interleave_0402af/leaderboard.csv,1.570277154700922
04AF360.s2p,S11,0.6546237224075502,0.5839117639660817,0.001,6.0,passive,unknown,results/batch_s11_interleave_0402af/leaderboard.csv,10.801924223186834
04AF361.s2p,S11,0.4578676497312434,0.4425340489092708,0.001,6.0,passive,unknown,results/batch_s11_interleave_0402af/leaderboard.csv,3.34891552853167
04AF390.s2p,S11,0.6551898244660574,0.58336730263781,0.001,6.0,passive,unknown,results/batch_s11_interleave_0402af/leaderboard.csv,10.962093601923492
04AF391.s2p,S11,0.4651511341472336,0.457583205268264,0.001,3.0,passive,unknown,results/batch_s11_interleave_0402af/leaderboard.csv,1.626982785464756
04AF421.s2p,S11,0.4391621982064094,0.4242319323605674,0.001,6.0,passive,unknown,results/batch_s11_interleave_0402af/leaderboard.csv,3.3997156191536946
04AF471.s2p,S11,0.4225714493409852,0.4083684408370274,0.001,6.0,passive,unknown,results/batch_s11_interleave_0402af/leaderboard.csv,3.361090420592273
04AF510.s2p,S11,0.6676873975780999,0.5884737629940991,0.001,6.0,passive,unknown,results/batch_s11_interleave_0402af/leaderboard.csv,11.863880443352997
04AF560.s2p,S11,0.6639552996292928,0.5862901871720673,0.001,6.0,passive,unknown,results/batch_s11_interleave_0402af/leaderboard.csv,11.69734054394752
04AF561.s2p,S11,0.402438663030495,0.3885269702185773,0.001,6.0,passive,unknown,results/batch_s11_interleave_0402af/leaderboard.csv,3.456847984524679
04AF720.s2p,S11,0.6401952885166389,0.626362949121772,0.001,6.0,passive,unknown,results/batch_s11_interleave_0402af/leaderboard.csv,2.160643735275994
04AF780.s2p,S11,0.6336786458975546,0.6188635323657534,0.001,6.0,passive,unknown,results/batch_s11_interleave_0402af/leaderboard.csv,2.337953729025663
0603CT_10N.s2p,S22,0.6359575654639033,0.5971459126371361,0.001,8.5,passive,unknown,results/batch_s22_0603ct/leaderboard.csv,6.102868325570705
0603CT_11N.s2p,S22,0.6753003780389925,0.6332382202523682,0.001,8.3,passive,unknown,results/batch_s22_0603ct/leaderboard.csv,6.228659001905008
0603CT_12N.s2p,S22,0.6668468200004842,0.6254208196771954,0.001,8.0,passive,unknown,results/batch_s22_0603ct/leaderboard.csv,6.212221319921526
0603CT_15N.s2p,S22,0.6316700672588856,0.5832231913801013,0.001,7.5,passive,unknown,results/batch_s22_0603ct/leaderboard.csv,7.669648823003158
0603CT_16N.s2p,S22,0.673169576119662,0.618416100152711,0.001,7.3,passive,unknown,results/batch_s22_0603ct/leaderboard.csv,8.133682493877009
0603CT_18N.s2p,S22,0.6779799815060817,0.6200148035857586,0.001,7.3,passive,unknown,results/batch_s22_0603ct/leaderboard.csv,8.549688707852093
0603CT_1N0.s2p,S22,0.5575947032209528,0.5234498913210466,0.001,26.0,passive,unknown,results/batch_s22_0603ct/leaderboard.csv,6.123589715373607
0603CT_1N2.s2p,S22,0.5585246457180787,0.5229658513378737,0.001,26.0,passive,unknown,results/batch_s22_0603ct/leaderboard.csv,6.366557797013262
0603CT_20N.s2p,S22,0.6827286454985277,0.6213711115034845,0.001,7.3,passive,unknown,results/batch_s22_0603ct/leaderboard.csv,8.987104085875888
0603CT_22N.s2p,S22,0.6743676711759071,0.6136889805319238,0.001,6.7,passive,unknown,results/batch_s22_0603ct/leaderboard.csv,8.997864701636248
0603CT_24N.s2p,S22,0.6855757615449791,0.6200523067525631,0.001,6.5,passive,unknown,results/batch_s22_0603ct/leaderboard.csv,9.557434563432594
0603CT_27N.s2p,S22,0.6905102019318772,0.6210020781639861,0.001,6.5,passive,unknown,results/batch_s22_0603ct/leaderboard.csv,10.066197946594341
0603CT_2N0.s2p,S22,0.6070294709387469,0.57415672311463,0.001,18.0,passive,unknown,results/batch_s22_0603ct/leaderboard.csv,5.415346271949627
0603CT_2N2.s2p,S22,0.6015002323676151,0.5668282030073933,0.001,17.5,passive,unknown,results/batch_s22_0603ct/leaderboard.csv,5.764258680956162
0603CT_2N3.s2p,S22,0.5904714097662385,0.5632193945336015,0.001,17.0,passive,unknown,results/batch_s22_0603ct/leaderboard.csv,4.615298011367862
0603CT_2N5.s2p,S22,0.5909766655099934,0.5630176924392466,0.001,17.0,passive,unknown,results/batch_s22_0603ct/leaderboard.csv,4.730977499190957
0603CT_30N.s2p,S22,0.6991561939322135,0.6245530114535166,0.001,5.8,passive,unknown,results/batch_s22_0603ct/leaderboard.csv,10.670460066886003
0603CT_33N.s2p,S22,0.7206798460755172,0.6383161222213758,0.001,5.6,passive,unknown,results/batch_s22_0603ct/leaderboard.csv,11.428614842312491
0603CT_36N.s2p,S22,0.724258898939556,0.6402103650571889,0.001,5.6,passive,unknown,results/batch_s22_0603ct/leaderboard.csv,11.604763711627033
0603CT_39N.s2p,S22,0.7252242730126626,0.6416677837708028,0.001,5.5,passive,unknown,results/batch_s22_0603ct/leaderboard.csv,11.521468923641617
0603CT_3N0.s2p,S22,0.5879422112351314,0.5605857297720727,0.001,17.0,passive,unknown,results/batch_s22_0603ct/leaderboard.csv,4.65292012383139
0603CT_3N3.s2p,S22,0.6328273831602461,0.6037480817786464,0.001,16.0,passive,unknown,results/batch_s22_0603ct/leaderboard.csv,4.595139552334483
0603CT_3N6.s2p,S22,0.6318547798412336,0.603004815866731,0.001,16.0,passive,unknown,results/batch_s22_0603ct/leaderboard.csv,4.565916868073976
0603CT_3N9.s2p,S22,0.6080483562665879,0.5807556918458542,0.001,14.0,passive,unknown,results/batch_s22_0603ct/leaderboard.csv,4.488568078419041
0603CT_43N.s2p,S22,0.7275025612586902,0.7042475664747534,0.001,5.5,passive,unknown,results/batch_s22_0603ct/leaderboard.csv,3.1965516030214514
0603CT_47N.s2p,S22,0.7202453435915811,0.6988438835081275,0.001,5.4,passive,unknown,results/batch_s22_0603ct/leaderboard.csv,2.971412487963181
0603CT_4N3.s2p,S22,0.6074729150445177,0.579892409887573,0.001,14.0,passive,unknown,results/batch_s22_0603ct/leaderboard.csv,4.540203270613896
0603CT_4N7.s2p,S22,0.5774426415356381,0.5457340471722877,0.001,15.0,passive,unknown,results/batch_s22_0603ct/leaderboard.csv,5.491211088780222
0603CT_51N.s2p,S22,0.7098900250016342,0.6887410506849108,0.001,5.4,passive,unknown,results/batch_s22_0603ct/leaderboard.csv,2.9791902367799548
0603CT_56N.s2p,S22,0.6967482341522508,0.6767012283028165,0.001,5.4,passive,unknown,results/batch_s22_0603ct/leaderboard.csv,2.8772237756477343
0603CT_5N1.s2p,S22,0.6287807158986981,0.600257965318404,0.001,16.0,passive,unknown,results/batch_s22_0603ct/leaderboard.csv,4.536199959556224
0603CT_5N6.s2p,S22,0.5875092052859678,0.5611745283465612,0.001,13.0,passive,unknown,results/batch_s22_0603ct/leaderboard.csv,4.482427969207445
0603CT_6N8.s2p,S22,0.6367290249056193,0.6096182734420814,0.001,9.7,passive,unknown,results/batch_s22_0603ct/leaderboard.csv,4.257816182881952
0603CT_7N2.s2p,S22,0.6376949690067206,0.6098183156810086,0.001,9.7,passive,unknown,results/batch_s22_0603ct/leaderboard.csv,4.371471421380807
0603CT_8N2.s2p,S22,0.6380830398000112,0.6081339280717095,0.001,9.7,passive,unknown,results/batch_s22_0603ct/leaderboard.csv,4.693607236087706
0603CT_9N5.s2p,S22,0.6578874058503607,0.6213993467083703,0.001,9.0,passive,unknown,results/batch_s22_0603ct/leaderboard.csv,5.546246792006495
04AF101.s2p,S22,0.6731457270227849,0.6673971031429834,0.001,1.0,passive,unknown,results/batch_s22_0402af/leaderboard.csv,0.8539939643124083
04AF141.s2p,S22,0.5416961870562613,0.5193060766428824,0.001,6.0,passive,unknown,results/batch_s22_0402af/leaderboard.csv,4.1333335822527095
