file,Sij,baseline_test_MSE,ufrf_test_MSE,improvement_percent,device_type,freq_min_GHz,freq_max_GHz,family
04AF101.s2p,S22,0.6731457270227849,0.6673971031429834,0.8539939643124083,passive,0.001,1.0,unknown
04AF141.s2p,S22,0.5416961870562613,0.5193060766428824,4.1333335822527095,passive,0.001,6.0,unknown
04AF181.s2p,S22,0.5176804508738275,0.4957014210173723,4.245675072210154,passive,0.001,6.0,unknown
04AF200.s2p,S22,0.591689947010653,0.5518473939040028,6.733687686928514,passive,0.001,6.0,unknown
04AF201.s2p,S22,0.552611414732251,0.5437447235710543,1.6045074214568482,passive,0.001,3.0,unknown
04AF220.s2p,S22,0.5960551980902293,0.5529437787637899,7.232789759164784,passive,0.001,6.0,unknown
04AF221.s2p,S22,0.5014933718021667,0.4788646145367834,4.51227444623337,passive,0.001,6.0,unknown
04AF251.s2p,S22,0.4905683988171513,0.4684456521504882,4.5096151158543964,passive,0.001,6.0,unknown
04AF271.s2p,S22,0.4849884334147263,0.461912693942309,4.757997899031251,passive,0.001,6.0,unknown
04AF301.s2p,S22,0.4711816836217517,0.4509969727673636,4.283848790393906,passive,0.001,6.0,unknown
04AF330.s2p,S22,0.6008837310745647,0.5441334300055253,9.444472887883396,passive,0.001,6.0,unknown
04AF331.s2p,S22,0.4941393251446333,0.4865590417787109,1.534037665126874,passive,0.001,3.0,unknown
04AF360.s2p,S22,0.6021821437763859,0.5429608473199915,9.834449106213556,passive,0.001,6.0,unknown
04AF361.s2p,S22,0.4590603771297868,0.4369324892589113,4.820256544297524,passive,0.001,6.0,unknown
04AF390.s2p,S22,0.6033881481015886,0.5427932901744181,10.042434230406608,passive,0.001,6.0,unknown
04AF391.s2p,S22,0.4751439747963564,0.4676346702937341,1.5804271759608677,passive,0.001,3.0,unknown
04AF421.s2p,S22,0.4443955696164104,0.4227475405076979,4.871342242992771,passive,0.001,6.0,unknown
04AF471.s2p,S22,0.4306191190028856,0.4099395998752536,4.802276121765375,passive,0.001,6.0,unknown
04AF510.s2p,S22,0.6159901284419851,0.5464228737158745,11.293566489785483,passive,0.001,6.0,unknown
04AF560.s2p,S22,0.6130966165515607,0.5448413887442666,11.132866495203356,passive,0.001,6.0,unknown
04AF561.s2p,S22,0.4151330908879064,0.3947505880194637,4.9098718738242875,passive,0.001,6.0,unknown
04AF720.s2p,S22,0.5975498711784746,0.5789804222991267,3.1075981729735136,passive,0.001,6.0,unknown
04AF780.s2p,S22,0.592747990850125,0.5727203634523537,3.3787760915136107,passive,0.001,6.0,unknown
