composite_id,left_id,right_id,u1,u2,u12,delta,cosine,oppose_overlap
C_K_3_1__K_3_1_mirror,K_3_1,K_3_1_mirror,97,14,97,-14,-0.9805633047544945,14
C_K_3_1__K_4_1,K_3_1,K_4_1,97,259,259,-97,-0.9463299733471559,97
C_K_3_1__K_4_1_mirror,K_3_1,K_4_1_mirror,97,148,154,-91,-0.8992979032228057,91
C_K_3_1__K_5_1,K_3_1,K_5_1,97,68,162,-3,0.6417560742075611,3
C_K_3_1__K_5_1_mirror,K_3_1,K_5_1_mirror,97,80,169,-8,0.5565377598350647,8
C_K_3_1__K_5_2,K_3_1,K_5_2,97,274,360,-11,0.6857460405646143,11
C_K_3_1__K_5_2_mirror,K_3_1,K_5_2_mirror,97,170,260,-7,0.7336179561462216,7
C_K_3_1__K_6_1,K_3_1,K_6_1,97,189,213,-73,-0.730336867700518,73
C_K_3_1__K_6_1_mirror,K_3_1,K_6_1_mirror,97,194,274,-17,0.5998980015253228,17
C_K_3_1__K_6_2,K_3_1,K_6_2,97,172,255,-14,0.6197577896154214,14
C_K_3_1__K_6_2_mirror,K_3_1,K_6_2_mirror,97,183,264,-16,0.6190764382197333,16
C_K_3_1__K_6_3,K_3_1,K_6_3,97,99,172,-24,0.4141233468942129,24
C_K_3_1__K_6_3_mirror,K_3_1,K_6_3_mirror,97,130,167,-60,-0.5674779417767064,60
C_K_3_1__K_7_1,K_3_1,K_7_1,97,396,458,-35,0.4275176532759976,35
C_K_3_1__K_7_1_mirror,K_3_1,K_7_1_mirror,97,174,263,-8,0.5167844959390704,8
C_K_3_1__K_7_2,K_3_1,K_7_2,97,441,502,-36,0.4292335933652898,36
C_K_3_1__K_7_2_mirror,K_3_1,K_7_2_mirror,97,199,287,-9,0.5146265266977765,9
C_K_3_1__K_7_3,K_3_1,K_7_3,97,304,368,-33,0.3747562814971565,33
C_K_3_1__K_7_3_mirror,K_3_1,K_7_3_mirror,97,201,290,-8,0.5321519639056057,8
C_K_3_1__K_7_4,K_3_1,K_7_4,97,212,292,-17,0.42255825022207316,17
C_K_3_1__K_7_4_mirror,K_3_1,K_7_4_mirror,97,170,251,-16,0.37839013659386905,16
C_K_3_1__K_7_5,K_3_1,K_7_5,97,293,376,-14,0.48097206023980316,14
C_K_3_1__K_7_5_mirror,K_3_1,K_7_5_mirror,97,61,148,-10,0.48139997876351875,10
C_K_3_1__K_7_6,K_3_1,K_7_6,97,369,442,-24,0.46676987203991854,24
C_K_3_1__K_7_6_mirror,K_3_1,K_7_6_mirror,97,410,495,-12,0.5596610859495188,12
C_K_3_1__K_7_7,K_3_1,K_7_7,97,207,283,-21,0.3400161986035133,21
C_K_3_1__K_7_7_mirror,K_3_1,K_7_7_mirror,97,98,130,-65,-0.7272661711542785,65
C_K_3_1__K_8_1,K_3_1,K_8_1,97,453,489,-61,-0.6096068853425587,61
C_K_3_1__K_8_1_mirror,K_3_1,K_8_1_mirror,97,141,232,-6,0.4774072367646614,6
C_K_3_1__K_8_2,K_3_1,K_8_2,97,154,188,-63,-0.6851170798464365,63
C_K_3_1__K_8_2_mirror,K_3_1,K_8_2_mirror,97,68,158,-7,0.47529244777815294,7
C_K_3_1__K_8_3,K_3_1,K_8_3,97,322,407,-12,0.5171533753696504,12
C_K_3_1__K_8_3_mirror,K_3_1,K_8_3_mirror,97,210,245,-62,-0.6576500459288026,62
C_K_3_1__K_8_4,K_3_1,K_8_4,97,214,246,-65,-0.6846838809798708,65
C_K_3_1__K_8_4_mirror,K_3_1,K_8_4_mirror,97,272,365,-4,0.5463444616088473,4
C_K_3_1__K_8_5,K_3_1,K_8_5,97,116,196,-17,0.5462461289548751,17
C_K_3_1__K_8_5_mirror,K_3_1,K_8_5_mirror,97,223,247,-73,-0.7500666613928296,73
C_K_3_1__K_8_6,K_3_1,K_8_6,97,251,287,-61,-0.6420921256107907,61
C_K_3_1__K_8_6_mirror,K_3_1,K_8_6_mirror,97,237,257,-77,-0.7678667895438336,77
C_K_3_1__K_8_7,K_3_1,K_8_7,97,225,258,-64,-0.67055013743082,64
C_K_3_1__K_8_7_mirror,K_3_1,K_8_7_mirror,97,102,190,-9,0.4899727979743855,9
C_K_3_1__K_8_8,K_3_1,K_8_8,97,75,161,-11,0.4937424231655106,11
C_K_3_1__K_8_8_mirror,K_3_1,K_8_8_mirror,97,279,313,-63,-0.6573605409882399,63
C_K_3_1__K_8_9,K_3_1,K_8_9,97,103,175,-25,0.028729430191919664,25
C_K_3_1__K_8_9_mirror,K_3_1,K_8_9_mirror,97,194,287,-4,0.613060381400745,4
C_K_3_1__K_8_10,K_3_1,K_8_10,97,108,194,-11,0.5534162766865124,11
C_K_3_1__K_8_10_mirror,K_3_1,K_8_10_mirror,97,119,209,-7,0.49137648704236464,7
C_K_3_1__K_8_11,K_3_1,K_8_11,97,141,171,-67,-0.728128544867051,67
C_K_3_1__K_8_11_mirror,K_3_1,K_8_11_mirror,97,61,143,-15,0.06975259526546584,15
C_K_3_1__K_8_12,K_3_1,K_8_12,97,153,242,-8,0.566248576927512,8
C_K_3_1__K_8_12_mirror,K_3_1,K_8_12_mirror,97,233,268,-62,-0.6553401932191324,62
C_K_3_1__K_8_13,K_3_1,K_8_13,97,335,401,-31,0.4181249030320038,31
C_K_3_1__K_8_13_mirror,K_3_1,K_8_13_mirror,97,459,495,-61,-0.6236587891298557,61
C_K_3_1__K_8_14,K_3_1,K_8_14,97,245,330,-12,0.4653550651736158,12
C_K_3_1__K_8_14_mirror,K_3_1,K_8_14_mirror,97,401,437,-61,-0.5687948798883189,61
C_K_3_1__K_8_15,K_3_1,K_8_15,97,143,235,-5,0.4806743182609601,5
C_K_3_1__K_8_15_mirror,K_3_1,K_8_15_mirror,97,99,184,-12,0.48935799331246715,12
C_K_3_1__K_8_16,K_3_1,K_8_16,97,113,201,-9,0.5839671930323043,9
C_K_3_1__K_8_16_mirror,K_3_1,K_8_16_mirror,97,134,227,-4,0.5942157803946032,4
C_K_3_1__K_8_17,K_3_1,K_8_17,97,281,293,-85,-0.7843410139270227,85
C_K_3_1__K_8_17_mirror,K_3_1,K_8_17_mirror,97,196,289,-4,0.593847840553968,4
