composite_id,left_id,right_id,u1,u2,u12,delta,cosine,oppose_overlap
C_K_3_1__K_3_1_mirror,K_3_1,K_3_1_mirror,29,129,158,0,0.9954249258963968,0
C_K_3_1__K_4_1,K_3_1,K_4_1,29,156,156,-29,-0.932806796408823,29
C_K_3_1__K_4_1_mirror,K_3_1,K_4_1_mirror,29,89,112,-6,0.7360537370145911,6
C_K_3_1__K_5_1,K_3_1,K_5_1,29,90,90,-29,-0.9014874899405523,29
C_K_3_1__K_5_1_mirror,K_3_1,K_5_1_mirror,29,90,90,-29,-0.9014874899405523,29
C_K_3_1__K_5_2,K_3_1,K_5_2,29,105,105,-29,-0.916648328075952,29
C_K_3_1__K_5_2_mirror,K_3_1,K_5_2_mirror,29,105,105,-29,-0.916648328075952,29
C_K_3_1__K_6_1,K_3_1,K_6_1,29,119,123,-25,-0.7050759311496213,25
C_K_3_1__K_6_1_mirror,K_3_1,K_6_1_mirror,29,93,112,-10,0.4856329173080141,10
C_K_3_1__K_6_2,K_3_1,K_6_2,29,187,188,-28,-0.8360410843469785,28
C_K_3_1__K_6_2_mirror,K_3_1,K_6_2_mirror,29,130,152,-7,0.5825273223408196,7
C_K_3_1__K_6_3,K_3_1,K_6_3,29,204,205,-28,-0.7658856482953066,28
C_K_3_1__K_6_3_mirror,K_3_1,K_6_3_mirror,29,146,170,-5,0.6069054034651705,5
C_K_3_1__K_7_1,K_3_1,K_7_1,29,218,246,-1,0.5503323151683268,1
C_K_3_1__K_7_1_mirror,K_3_1,K_7_1_mirror,29,156,177,-8,0.39493337449676263,8
C_K_3_1__K_7_2,K_3_1,K_7_2,29,260,288,-1,0.5494827862740557,1
C_K_3_1__K_7_2_mirror,K_3_1,K_7_2_mirror,29,282,298,-13,0.3837084792759507,13
C_K_3_1__K_7_3,K_3_1,K_7_3,29,156,179,-6,0.5281528056008319,6
C_K_3_1__K_7_3_mirror,K_3_1,K_7_3_mirror,29,181,203,-7,0.4347093799878712,7
C_K_3_1__K_7_4,K_3_1,K_7_4,29,135,158,-6,0.49300171183215535,6
C_K_3_1__K_7_4_mirror,K_3_1,K_7_4_mirror,29,144,162,-11,0.32203059435976533,11
C_K_3_1__K_7_5,K_3_1,K_7_5,29,264,287,-6,0.4952640310909893,6
C_K_3_1__K_7_5_mirror,K_3_1,K_7_5_mirror,29,192,193,-28,-0.7437192989369803,28
C_K_3_1__K_7_6,K_3_1,K_7_6,29,331,353,-7,0.4771217290765066,7
C_K_3_1__K_7_6_mirror,K_3_1,K_7_6_mirror,29,389,411,-7,0.5131339306691355,7
C_K_3_1__K_7_7,K_3_1,K_7_7,29,233,234,-28,-0.7354271990825806,28
C_K_3_1__K_7_7_mirror,K_3_1,K_7_7_mirror,29,107,128,-8,0.34183377626424094,8
