composite_id,left_id,right_id,u1,u2,u12,delta,cosine,oppose_overlap
C_K_3_1__K_3_1_mirror,K_3_1,K_3_1_mirror,29,14,29,-14,-0.9760877279974649,14
C_K_3_1__K_4_1,K_3_1,K_4_1,29,171,171,-29,-0.8743755219314142,29
C_K_3_1__K_4_1_mirror,K_3_1,K_4_1_mirror,29,101,123,-7,0.6936551554887882,7
C_K_3_1__K_5_1,K_3_1,K_5_1,29,69,74,-24,-0.8088937078381911,24
C_K_3_1__K_5_1_mirror,K_3_1,K_5_1_mirror,29,71,78,-22,-0.680591675563977,22
C_K_3_1__K_5_2,K_3_1,K_5_2,29,100,124,-5,0.4797149700550042,5
C_K_3_1__K_5_2_mirror,K_3_1,K_5_2_mirror,29,88,88,-29,-0.8925199458270305,29
C_K_3_1__K_6_1,K_3_1,K_6_1,29,361,362,-28,-0.7190913246010223,28
C_K_3_1__K_6_1_mirror,K_3_1,K_6_1_mirror,29,180,182,-27,-0.6992223754740284,27
C_K_3_1__K_6_2,K_3_1,K_6_2,29,276,277,-28,-0.7549320902117964,28
C_K_3_1__K_6_2_mirror,K_3_1,K_6_2_mirror,29,246,247,-28,-0.7853661918434109,28
C_K_3_1__K_6_3,K_3_1,K_6_3,29,136,140,-25,-0.6866065623255952,25
C_K_3_1__K_6_3_mirror,K_3_1,K_6_3_mirror,29,168,169,-28,-0.7236648209408356,28
C_K_3_1__K_7_1,K_3_1,K_7_1,29,394,411,-12,0.397325414361932,12
C_K_3_1__K_7_1_mirror,K_3_1,K_7_1_mirror,29,174,198,-5,0.49972177394762923,5
C_K_3_1__K_7_2,K_3_1,K_7_2,29,419,436,-12,0.39889062271832004,12
C_K_3_1__K_7_2_mirror,K_3_1,K_7_2_mirror,29,225,245,-9,0.47917990169383584,9
C_K_3_1__K_7_3,K_3_1,K_7_3,29,418,435,-12,0.39392634079199484,12
C_K_3_1__K_7_3_mirror,K_3_1,K_7_3_mirror,29,74,101,-2,0.47681525833240385,2
C_K_3_1__K_7_4,K_3_1,K_7_4,29,184,201,-12,0.33685890391284945,12
C_K_3_1__K_7_4_mirror,K_3_1,K_7_4_mirror,29,195,216,-8,0.43401825784627796,8
C_K_3_1__K_7_5,K_3_1,K_7_5,29,165,184,-10,0.3654356079756992,10
C_K_3_1__K_7_5_mirror,K_3_1,K_7_5_mirror,29,169,197,-1,0.564833820275876,1
C_K_3_1__K_7_6,K_3_1,K_7_6,29,553,569,-13,0.43715363963181997,13
C_K_3_1__K_7_6_mirror,K_3_1,K_7_6_mirror,29,225,249,-5,0.5298971116236606,5
C_K_3_1__K_7_7,K_3_1,K_7_7,29,207,224,-12,0.29766359704106377,12
C_K_3_1__K_7_7_mirror,K_3_1,K_7_7_mirror,29,109,110,-28,-0.7445255120275506,28
