composite_id,left_id,right_id,u1,u2,u12,delta,cosine,oppose_overlap
C_K_3_1__K_3_1_mirror,K_3_1,K_3_1_mirror,129,29,158,0,0.9954249258963968,0
C_K_3_1__K_4_1,K_3_1,K_4_1,129,171,188,-112,-0.8827155387654487,112
C_K_3_1__K_4_1_mirror,K_3_1,K_4_1_mirror,129,101,216,-14,0.6854245050758629,14
C_K_3_1__K_5_1,K_3_1,K_5_1,129,69,138,-60,-0.8106985680446281,60
C_K_3_1__K_5_1_mirror,K_3_1,K_5_1_mirror,129,71,146,-54,-0.6818836680201108,54
C_K_3_1__K_5_2,K_3_1,K_5_2,129,100,220,-9,0.4856271942836903,9
C_K_3_1__K_5_2_mirror,K_3_1,K_5_2_mirror,129,88,138,-79,-0.9016404288877534,79
C_K_3_1__K_6_1,K_3_1,K_6_1,129,188,228,-89,-0.6834913632463623,89
C_K_3_1__K_6_1_mirror,K_3_1,K_6_1_mirror,129,110,212,-27,0.4228745352683704,27
C_K_3_1__K_6_2,K_3_1,K_6_2,129,143,248,-24,0.48983725546222445,24
C_K_3_1__K_6_2_mirror,K_3_1,K_6_2_mirror,129,199,311,-17,0.6395098237906764,17
C_K_3_1__K_6_3,K_3_1,K_6_3,129,96,195,-30,0.3111386905976568,30
C_K_3_1__K_6_3_mirror,K_3_1,K_6_3_mirror,129,156,266,-19,0.5979824125706863,19
C_K_3_1__K_7_1,K_3_1,K_7_1,129,143,255,-17,0.39239301414251565,17
C_K_3_1__K_7_1_mirror,K_3_1,K_7_1_mirror,129,201,247,-83,-0.6863693201396118,83
C_K_3_1__K_7_2,K_3_1,K_7_2,129,176,293,-12,0.41649447748993723,12
C_K_3_1__K_7_2_mirror,K_3_1,K_7_2_mirror,129,51,172,-8,0.522579128671646,8
C_K_3_1__K_7_3,K_3_1,K_7_3,129,157,274,-12,0.4165406138625938,12
C_K_3_1__K_7_3_mirror,K_3_1,K_7_3_mirror,129,175,221,-83,-0.6859822294434469,83
C_K_3_1__K_7_4,K_3_1,K_7_4,129,133,223,-39,-0.0017311143656879866,39
C_K_3_1__K_7_4_mirror,K_3_1,K_7_4_mirror,129,122,236,-15,0.34928012983558426,15
C_K_3_1__K_7_5,K_3_1,K_7_5,129,128,246,-11,0.40565450562728594,11
C_K_3_1__K_7_5_mirror,K_3_1,K_7_5_mirror,129,225,269,-85,-0.6969685159014113,85
C_K_3_1__K_7_6,K_3_1,K_7_6,129,396,503,-22,0.4840202732527799,22
C_K_3_1__K_7_6_mirror,K_3_1,K_7_6_mirror,129,203,327,-5,0.6562870637026437,5
C_K_3_1__K_7_7,K_3_1,K_7_7,129,250,274,-105,-0.6959654108317039,105
C_K_3_1__K_7_7_mirror,K_3_1,K_7_7_mirror,129,154,203,-80,-0.6448758045249272,80
C_K_3_1__K_8_1,K_3_1,K_8_1,129,522,570,-81,-0.5277414459554571,81
