file,input,Sij,split,test_points,deg,ridge,n_cycles,gate,Z0,baseline_test_MSE,ufrf_test_MSE,improvement_percent,train_gain_used,used_ufrf,tau_est,phi0_est
LQG15HH1N0S02_series.s2p,LQG15HH1N0S02_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.8008498060281006,0.8008498060281006,0.0,0.005642659378752522,False,1.2602283830379638e-11,0.0017898790092696418
LQG15HH1N1B02_series.s2p,LQG15HH1N1B02_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.8528184956876631,0.8528184956876631,0.0,0.006622380138255166,False,1.4137762272657445e-11,0.0034974326057052745
LQG15HH1N1C02_series.s2p,LQG15HH1N1C02_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.8528184956876631,0.8528184956876631,0.0,0.006622380138255166,False,1.4137762272657445e-11,0.0034974326057052745
LQG15HH1N1S02_series.s2p,LQG15HH1N1S02_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.8528184956876631,0.8528184956876631,0.0,0.006622380138255166,False,1.4137762272657445e-11,0.0034974326057052745
LQG15HH1N2B02_series.s2p,LQG15HH1N2B02_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.925277302809514,0.925277302809514,0.0,0.008053453036552534,False,1.585073769171708e-11,0.006758044319501333
LQG15HH1N2C02_series.s2p,LQG15HH1N2C02_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.925277302809514,0.925277302809514,0.0,0.008053453036552534,False,1.585073769171708e-11,0.006758044319501333
LQG15HH1N2S02_series.s2p,LQG15HH1N2S02_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.925277302809514,0.925277302809514,0.0,0.008053453036552534,False,1.585073769171708e-11,0.006758044319501333
LQG15HH1N3B02_series.s2p,LQG15HH1N3B02_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.8865827640440518,0.8865827640440518,0.0,0.010974200142757051,False,1.921592937662136e-11,0.016524564312753426
LQG15HH1N3C02_series.s2p,LQG15HH1N3C02_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.8865827640440518,0.8865827640440518,0.0,0.010974200142757051,False,1.921592937662136e-11,0.016524564312753426
LQG15HH1N3S02_series.s2p,LQG15HH1N3S02_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.8865827640440518,0.8865827640440518,0.0,0.010974200142757051,False,1.921592937662136e-11,0.016524564312753426
LQP03TN0N6BZ2_series.s2p,LQP03TN0N6BZ2_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.1592267814918778,0.1592267814918778,0.0,0.0041544291106584376,False,2.637421089187082e-12,-6.93195918229106e-05
LQP15MN10NG02_series.s2p,LQP15MN10NG02_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,1.3647939332123766,1.3562733904273012,0.6243098373847713,0.02825184234484603,True,5.705582266197249e-11,-0.08230245179617714
LQP15MN12NG02_series.s2p,LQP15MN12NG02_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.5371411269767642,0.5821639177565855,-8.381929537443314,0.022413096592585422,True,5.4641013698232514e-11,-0.12827885981815718
LQP15MN15NG02_series.s2p,LQP15MN15NG02_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.30589609740660856,0.30589609740660856,0.0,0.0070719269767783284,False,4.0533313039641604e-11,-0.21620930423176163
LQP15MN18NG02_series.s2p,LQP15MN18NG02_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.39157925111223923,0.39157925111223923,0.0,0.010904976222414807,False,2.4170049251575902e-11,-0.2949711388756394
LQP15MN1N0B02_series.s2p,LQP15MN1N0B02_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.6184881410232344,0.6184881410232344,0.0,0.0038318121047571426,False,6.043064421031339e-12,-0.00046652306738055756
LQP15MN1N0W02_series.s2p,LQP15MN1N0W02_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.6184881410232344,0.6184881410232344,0.0,0.0038318121047571426,False,6.043064421031339e-12,-0.00046652306738055756
LQP15MN1N1B02_series.s2p,LQP15MN1N1B02_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.7615284805464031,0.7615284805464031,0.0,0.0039300143200844,False,7.035363910017399e-12,-0.0005438561700288671
LQP15MN1N1W02_series.s2p,LQP15MN1N1W02_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.7615284805464031,0.7615284805464031,0.0,0.0039300143200844,False,7.035363910017399e-12,-0.0005438561700288671
LQP15MN1N2B02_series.s2p,LQP15MN1N2B02_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.8654609729052887,0.8654609729052887,0.0,0.0038731543445592537,False,7.941135055332101e-12,-0.0007460451439554785
LQP15MN1N2W02_series.s2p,LQP15MN1N2W02_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.8654609729052887,0.8654609729052887,0.0,0.0038731543445592537,False,7.941135055332101e-12,-0.0007460451439554785
LQP15MN1N3B02_series.s2p,LQP15MN1N3B02_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.9448025487060056,0.9448025487060056,0.0,0.0038274509632395502,False,8.776372311587147e-12,-0.0010204170440410798
LQP15MN1N3W02_series.s2p,LQP15MN1N3W02_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.9448025487060056,0.9448025487060056,0.0,0.0038274509632395502,False,8.776372311587147e-12,-0.0010204170440410798
LQP15MN1N4W02_series.s2p,LQP15MN1N4W02_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,1.0191052082971632,1.0191052082971632,0.0,0.0037592906948399735,False,9.772609895401519e-12,-0.0014070984345475937
LQP15MN1N5B02_series.s2p,LQP15MN1N5B02_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,1.0661890788826796,1.0661890788826796,0.0,0.0036914414381289903,False,1.0586089216820944e-11,-0.0016958864637386616
LQP15MN1N5W02_series.s2p,LQP15MN1N5W02_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,1.0661890788826796,1.0661890788826796,0.0,0.0036914414381289903,False,1.0586089216820944e-11,-0.0016958864637386616
LQP15MN1N6B02_series.s2p,LQP15MN1N6B02_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,1.0810403474212638,1.0810403474212638,0.0,0.0036795605101143333,False,1.1501889923395493e-11,-0.0019224727414182557
LQP15MN1N6W02_series.s2p,LQP15MN1N6W02_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,1.0810403474212638,1.0810403474212638,0.0,0.0036795605101143333,False,1.1501889923395493e-11,-0.0019224727414182557
LQP15MN1N7W02_series.s2p,LQP15MN1N7W02_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,1.0597557616428355,1.0597557616428355,0.0,0.003660386456699785,False,1.2646822196233526e-11,-0.0017346023507003115
LQP15MN1N8B02_series.s2p,LQP15MN1N8B02_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,1.028862310054969,1.028862310054969,0.0,0.003627772352195767,False,1.3617767315938156e-11,-0.0018863705460810964
LQP15MN1N8W02_series.s2p,LQP15MN1N8W02_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,1.028862310054969,1.028862310054969,0.0,0.003627772352195767,False,1.3617767315938156e-11,-0.0018863705460810964
LQP15MN1N9W02_series.s2p,LQP15MN1N9W02_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.9754130757690558,0.9754130757690558,0.0,0.0036225072060869423,False,1.4580348451903997e-11,-0.0019227201528322468
LQP15MN22NG02_series.s2p,LQP15MN22NG02_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.2702625756669995,0.2702625756669995,0.0,0.006127010830605724,False,5.8339803354276564e-12,-0.37651228407109477
LQP15MN27NG02_series.s2p,LQP15MN27NG02_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.38392317973331985,0.38392317973331985,0.0,0.00616994210292088,False,-9.993572411553766e-12,-0.44736454230406797
LQP15MN2N0B02_series.s2p,LQP15MN2N0B02_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.9118837223588858,0.9118837223588858,0.0,0.0036275948676461702,False,1.547199294265027e-11,-0.0019026379730647351
LQP15MN2N0W02_series.s2p,LQP15MN2N0W02_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.9118837223588858,0.9118837223588858,0.0,0.0036275948676461702,False,1.547199294265027e-11,-0.0019026379730647351
LQP15MN2N1W02_series.s2p,LQP15MN2N1W02_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.8445165218437358,0.8445165218437358,0.0,0.0035498450109765142,False,1.6504155376450988e-11,-0.0021310628199557994
LQP15MN2N2B02_series.s2p,LQP15MN2N2B02_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.7838989938082195,0.7838989938082195,0.0,0.0035017287976326803,False,1.7325709530340608e-11,-0.0023113388060912892
LQP15MN2N2W02_series.s2p,LQP15MN2N2W02_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.7838989938082195,0.7838989938082195,0.0,0.0035017287976326803,False,1.7325709530340608e-11,-0.0023113388060912892
LQP15MN2N3W02_series.s2p,LQP15MN2N3W02_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.7513887145016793,0.7513887145016793,0.0,0.003423276306312676,False,1.803781014358663e-11,-0.0028523230338330673
LQP15MN2N4B02_series.s2p,LQP15MN2N4B02_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.6819952288436918,0.6819952288436918,0.0,0.0033293951158387233,False,1.9063036044228635e-11,-0.0029202221746125524
LQP15MN2N4W02_series.s2p,LQP15MN2N4W02_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.6819952288436918,0.6819952288436918,0.0,0.0033293951158387233,False,1.9063036044228635e-11,-0.0029202221746125524
LQP15MN2N5W02_series.s2p,LQP15MN2N5W02_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.5074532710312901,0.5074532710312901,0.0,0.0037464490811162047,False,2.0605946647618733e-11,-0.0009275530456411542
LQP15MN2N6W02_series.s2p,LQP15MN2N6W02_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.5805665068556289,0.5805665068556289,0.0,0.0031893799141110156,False,2.0698833043311835e-11,-0.003961623159080794
LQP15MN2N7B02_series.s2p,LQP15MN2N7B02_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.5478353308459666,0.5478353308459666,0.0,0.003073893351543083,False,2.1431182220081026e-11,-0.0046086019319948384
LQP15MN2N7W02_series.s2p,LQP15MN2N7W02_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.5478353308459666,0.5478353308459666,0.0,0.003073893351543083,False,2.1431182220081026e-11,-0.0046086019319948384
LQP15MN2N8W02_series.s2p,LQP15MN2N8W02_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.5003668040264689,0.5003668040264689,0.0,0.0030170662854087944,False,2.2227610352456687e-11,-0.00536648190340478
LQP15MN2N9W02_series.s2p,LQP15MN2N9W02_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.4608759647758357,0.4608759647758357,0.0,0.002948870719877393,False,2.2952159000056243e-11,-0.005863602311358627
LQP15MN33NG02_series.s2p,LQP15MN33NG02_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.5101536487847523,0.5018316882231131,1.631265518038177,0.020969840252554252,True,-2.4280579132876527e-11,-0.5098441609497273
LQP15MN3N0B02_series.s2p,LQP15MN3N0B02_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.4332033239259413,0.4332033239259413,0.0,0.0028870875624417056,False,2.356169319236581e-11,-0.006596967182428181
LQP15MN3N0W02_series.s2p,LQP15MN3N0W02_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.4332033239259413,0.4332033239259413,0.0,0.0028870875624417056,False,2.356169319236581e-11,-0.006596967182428181
LQP15MN3N1W02_series.s2p,LQP15MN3N1W02_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.39922561815008006,0.39922561815008006,0.0,0.0028325484188720697,False,2.427684593281573e-11,-0.00750169727200333
LQP15MN3N2W02_series.s2p,LQP15MN3N2W02_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.3427102661239804,0.3427102661239804,0.0,0.0028021766993051277,False,2.5386403320679222e-11,-0.007976235450455603
LQP15MN3N3B02_series.s2p,LQP15MN3N3B02_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.3101107233426993,0.3101107233426993,0.0,0.002752705742933993,False,2.620388597521199e-11,-0.008611030441668234
LQP15MN3N3W02_series.s2p,LQP15MN3N3W02_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.3101107233426993,0.3101107233426993,0.0,0.002752705742933993,False,2.620388597521199e-11,-0.008611030441668234
LQP15MN3N4W02_series.s2p,LQP15MN3N4W02_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.28092195477352033,0.28092195477352033,0.0,0.0027122488848614844,False,2.7026482218414912e-11,-0.009265350608472863
LQP15MN3N5W02_series.s2p,LQP15MN3N5W02_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.2544193501700501,0.2544193501700501,0.0,0.0026571840692927347,False,2.789704526190383e-11,-0.009508394787656816
LQP15MN3N6B02_series.s2p,LQP15MN3N6B02_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.23682683556730372,0.23682683556730372,0.0,0.0026221027675012594,False,2.8577406278450173e-11,-0.010399361126139357
LQP15MN3N6W02_series.s2p,LQP15MN3N6W02_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.23682683556730372,0.23682683556730372,0.0,0.0026221027675012594,False,2.8577406278450173e-11,-0.010399361126139357
LQP15MN3N7W02_series.s2p,LQP15MN3N7W02_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.2208335574537541,0.2208335574537541,0.0,0.002601539831582979,False,2.918240264232779e-11,-0.01122137196322162
LQP15MN3N8W02_series.s2p,LQP15MN3N8W02_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.19898981483691852,0.19898981483691852,0.0,0.0025793987827907056,False,3.003563899024741e-11,-0.011622864055391166
LQP15MN3N9B02_series.s2p,LQP15MN3N9B02_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.19260059143881875,0.19260059143881875,0.0,0.0026085056398657577,False,3.040824979290317e-11,-0.013443569704312423
LQP15MN3N9W02_series.s2p,LQP15MN3N9W02_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.19260059143881875,0.19260059143881875,0.0,0.0026085056398657577,False,3.040824979290317e-11,-0.013443569704312423
LQP15MN4N3B02_series.s2p,LQP15MN4N3B02_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.1454669926995605,0.1454669926995605,0.0,0.002670844548163406,False,3.323427616539278e-11,-0.016575269770603644
LQP15MN4N7B02_series.s2p,LQP15MN4N7B02_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.12902584443528634,0.12902584443528634,0.0,0.0028286231933127314,False,3.544458095714342e-11,-0.02103763004977268
LQP15MN5N1B02_series.s2p,LQP15MN5N1B02_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.12861955183187596,0.12861955183187596,0.0,0.003066327952435285,False,3.758813810766625e-11,-0.02573001511887801
LQP15MN5N6B02_series.s2p,LQP15MN5N6B02_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.14581334663363316,0.14581334663363316,0.0,0.0034042067455617594,False,3.9737116852681194e-11,-0.03212937773843911
LQP15MN6N2B02_series.s2p,LQP15MN6N2B02_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.1885545972962058,0.1885545972962058,0.0,0.0038164638903884587,False,4.2729555908096434e-11,-0.03901189201433521
LQP15MN6N8B02_series.s2p,LQP15MN6N8B02_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.2314614278479473,0.2314614278479473,0.0,0.004140699846982867,False,4.529592271058032e-11,-0.04595109956532785
LQP15MN7N5B02_series.s2p,LQP15MN7N5B02_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.2771274133931686,0.2771274133931686,0.0,0.004473715965191697,False,4.842743557422038e-11,-0.05344545390179786
LQP15MN8N2B02_series.s2p,LQP15MN8N2B02_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.3064499663734083,0.3064499663734083,0.0,0.005103972235728788,False,5.080441672481361e-11,-0.06168412744219767
LQP15MN9N1B02_series.s2p,LQP15MN9N1B02_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.34738789991863656,0.34738789991863656,0.0,0.0078040516080861745,False,5.428764972078888e-11,-0.07002815440483416
LQW04CA90NK00_series.s2p,LQW04CA90NK00_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.22523795682981743,0.22523795682981743,0.0,0.002982888141843744,False,3.006282913395878e-12,-0.3850644439859582
LQW18AN4N2B8Z_series.s2p,LQW18AN4N2B8Z_series.s2p,S21,block,80,3,0.001,13,0.02,50.0,0.24206856129056917,0.24206856129056917,0.0,0.0030732367746281936,False,3.072180450432472e-11,-0.022223887269411692
