file,Sij,baseline_test_MSE,train_improvement_percent,gate_threshold_percent,gated,device_type,freq_min_GHz,freq_max_GHz,family
LQG15HH10NH02_series.s2p,S21,0.0843834439423597,0.5792519852225495,2.0,False,passive,0.05,20.0,LQG
LQG15HH10NJ02_series.s2p,S21,0.0843834439423597,0.5792519852225495,2.0,False,passive,0.05,20.0,LQG
LQG15HH12NG02_series.s2p,S21,0.0799579705005,0.359831274934613,2.0,False,passive,0.05,20.0,LQG
LQG15HH12NH02_series.s2p,S21,0.0799579705005,0.359831274934613,2.0,False,passive,0.05,20.0,LQG
LQG15HH12NJ02_series.s2p,S21,0.0799579705005,0.359831274934613,2.0,False,passive,0.05,20.0,LQG
LQG15HH15NG02_series.s2p,S21,0.0815521474217491,0.0587945158088123,2.0,False,passive,0.05,20.0,LQG
LQG15HH15NH02_series.s2p,S21,0.0815521474217491,0.0587945158088123,2.0,False,passive,0.05,20.0,LQG
LQG15HH15NJ02_series.s2p,S21,0.0815521474217491,0.0587945158088123,2.0,False,passive,0.05,20.0,LQG
LQG15HH18NG02_series.s2p,S21,0.0777976857219333,0.5533767114510212,2.0,False,passive,0.05,20.0,LQG
LQG15HH18NH02_series.s2p,S21,0.0777976857219333,0.5533767114510212,2.0,False,passive,0.05,20.0,LQG
LQG15HH18NJ02_series.s2p,S21,0.0777976857219333,0.5533767114510212,2.0,False,passive,0.05,20.0,LQG
LQG15HH1N0B02_series.s2p,S21,0.0504500338068841,0.8091603885904561,2.0,False,passive,0.05,20.0,LQG
LQG15HH1N0C02_series.s2p,S21,0.0504500338068841,0.8091603885904561,2.0,False,passive,0.05,20.0,LQG
LQG15HH1N0S02_series.s2p,S21,0.0504500338068841,0.8091603885904561,2.0,False,passive,0.05,20.0,LQG
LQG15HH1N1B02_series.s2p,S21,0.052712968704575,0.1749781521438377,2.0,False,passive,0.05,20.0,LQG
LQG15HH1N1C02_series.s2p,S21,0.052712968704575,0.1749781521438377,2.0,False,passive,0.05,20.0,LQG
LQG15HH1N1S02_series.s2p,S21,0.052712968704575,0.1749781521438377,2.0,False,passive,0.05,20.0,LQG
LQG15HH1N2B02_series.s2p,S21,0.046238410094504,0.6531288699109219,2.0,False,passive,0.05,20.0,LQG
