file,Sij,baseline_test_MSE,train_improvement_percent,gate_threshold_percent,gated
RCEC71H106K3A2H03B_DC0V_25degC_series.s2p,S12,0.0054375645720457205,0.37116688764795164,2.0,False
RCEC71H106K3DBH03A_DC0V_25degC_series.s2p,S12,0.0054375645720457205,0.37116688764795164,2.0,False
RCEC71H106K3K1H03B_DC0V_25degC_series.s2p,S12,0.005437090976392367,0.37098141270217605,2.0,False
RCEC71H106K3M1H03A_DC0V_25degC_series.s2p,S12,0.005437090976392367,0.37098141270217605,2.0,False
RCEC71H226MWK1H03B_DC0V_25degC_series.s2p,S12,0.002548489006685083,0.22118499286896587,2.0,False
RCEC71H226MWM1H03A_DC0V_25degC_series.s2p,S12,0.002548489006685083,0.22118499286896587,2.0,False
RCEC71H475K2A2H03B_DC0V_25degC_series.s2p,S12,0.008849626518823105,0.4118351869314654,2.0,False
RCEC71H475K2DBH03A_DC0V_25degC_series.s2p,S12,0.008849626518823105,0.4118351869314654,2.0,False
RCEC71H475K2K1H03B_DC0V_25degC_series.s2p,S12,0.008848906025485433,0.4117869841503089,2.0,False
RCEC71H475K2M1H03A_DC0V_25degC_series.s2p,S12,0.008848906025485433,0.4117869841503089,2.0,False
RCEC72A475K3A3H03B_DC0V_25degC_series.s2p,S12,0.00871864221578017,0.41428123141690665,2.0,False
RCEC72A475K3DNH03A_DC0V_25degC_series.s2p,S12,0.00871864221578017,0.41428123141690665,2.0,False
RCEC72A475K3K1H03B_DC0V_25degC_series.s2p,S12,0.008717875671013564,0.4142388370294995,2.0,False
RCEC72A475K3M1H03A_DC0V_25degC_series.s2p,S12,0.008717875671013564,0.4142388370294995,2.0,False
RCEC72A475MWK1H03B_DC0V_25degC_series.s2p,S12,0.009102411319214746,0.4031072946649364,2.0,False
RCEC72A475MWM1H03A_DC0V_25degC_series.s2p,S12,0.009102411319214746,0.4031072946649364,2.0,False
RCER71E106K3A2H03B_DC0V_25degC_series.s2p,S12,0.0053505871961898694,0.36721269202417256,2.0,False
RCER71E106K3DBH03A_DC0V_25degC_series.s2p,S12,0.0053505871961898694,0.36721269202417256,2.0,False
RCER71E106K3K1H03B_DC0V_25degC_series.s2p,S12,0.005350121013066904,0.3670251272238399,2.0,False
RCER71E106K3M1H03A_DC0V_25degC_series.s2p,S12,0.005350121013066904,0.3670251272238399,2.0,False
RCER71E226MWK1H03B_DC0V_25degC_series.s2p,S12,0.0026516803720997837,0.22413053328351057,2.0,False
RCER71E226MWM1H03A_DC0V_25degC_series.s2p,S12,0.0026516803720997837,0.22413053328351057,2.0,False
RCER71E335K2M1H03A_DC0V_25degC_series.s2p,S12,0.010237720829222483,0.36507286544247175,2.0,False
RCER71E475K2A2H03B_DC0V_25degC_series.s2p,S12,0.008744092751800672,0.41565830930859426,2.0,False
RCER71E475K2DBH03A_DC0V_25degC_series.s2p,S12,0.008744092751800672,0.41565830930859426,2.0,False
RCER71E475K2K1H03B_DC0V_25degC_series.s2p,S12,0.008743400464908447,0.41560407802041294,2.0,False
RCER71E475K2M1H03A_DC0V_25degC_series.s2p,S12,0.008743400464908447,0.41560407802041294,2.0,False
RCER71H106MWK1H03B_DC0V_25degC_series.s2p,S12,0.0056874889867142755,0.38108748519773555,2.0,False
RCER71H106MWM1H03A_DC0V_25degC_series.s2p,S12,0.0056874889867142755,0.38108748519773555,2.0,False
RCER71H335K3A2H03B_DC0V_25degC_series.s2p,S12,0.010368430626417935,0.3599897726835687,2.0,False
RCER71H335K3DBH03A_DC0V_25degC_series.s2p,S12,0.010368430626417935,0.3599897726835687,2.0,False
RCER71H335K3K1H03B_DC0V_25degC_series.s2p,S12,0.010299689649932883,0.3624503342318628,2.0,False
RCER71H335K3M1H03A_DC0V_25degC_series.s2p,S12,0.010299689649932883,0.3624503342318628,2.0,False
RCER71H475K3A2H03B_DC0V_25degC_series.s2p,S12,0.008625425427337559,0.415850667573331,2.0,False
RCER71H475K3DBH03A_DC0V_25degC_series.s2p,S12,0.008625425427337559,0.415850667573331,2.0,False
RCER71H475K3K1H03B_DC0V_25degC_series.s2p,S12,0.008624668058664086,0.41580356702565596,2.0,False
RCER71H475K3M1H03A_DC0V_25degC_series.s2p,S12,0.008624668058664086,0.41580356702565596,2.0,False
RDEC71E106K2K1H03B_DC0V_25degC_series.s2p,S12,0.005494800655922116,0.3743014543301696,2.0,False
RDEC71E106K2M1H03A_DC0V_25degC_series.s2p,S12,0.005494800655922116,0.3743014543301696,2.0,False
RDEC71E106K2P1H03B_DC0V_25degC_series.s2p,S12,0.005495227669547879,0.37441974848964404,2.0,False
RDEC71E106K2S1H03A_DC0V_25degC_series.s2p,S12,0.005495227669547879,0.37441974848964404,2.0,False
RDEC71E226K3K1H03B_DC0V_25degC_series.s2p,S12,0.0031064645005126146,0.24605039060288889,2.0,False
RDEC71E226K3M1H03A_DC0V_25degC_series.s2p,S12,0.0031064645005126146,0.24605039060288889,2.0,False
RDEC71E226K3P1H03B_DC0V_25degC_series.s2p,S12,0.003106747392355471,0.24614505441391232,2.0,False
RDEC71E226K3S1H03A_DC0V_25degC_series.s2p,S12,0.003106747392355471,0.24614505441391232,2.0,False
RDEC71E475K2K1H03B_DC0V_25degC_series.s2p,S12,0.008710673907296651,0.41509964427687945,2.0,False
RDEC71E475K2M1H03A_DC0V_25degC_series.s2p,S12,0.008710673907296651,0.41509964427687945,2.0,False
RDEC71E475K2P1H03B_DC0V_25degC_series.s2p,S12,0.00871133749607753,0.41512674319877346,2.0,False
RDEC71E475K2S1H03A_DC0V_25degC_series.s2p,S12,0.00871133749607753,0.41512674319877346,2.0,False
RDEC71E476MWK1H03B_DC0V_25degC_series.s2p,S12,0.0012111615165043606,0.14856145415794972,2.0,False
RDEC71E476MWM1H03A_DC0V_25degC_series.s2p,S12,0.0012111615165043606,0.14856145415794972,2.0,False
RDEC71H106K3K1H03B_DC0V_25degC_series.s2p,S12,0.005561090243514722,0.37658232196229896,2.0,False
RDEC71H106K3M1H03A_DC0V_25degC_series.s2p,S12,0.005561090243514722,0.37658232196229896,2.0,False
RDEC71H106K3P1H03B_DC0V_25degC_series.s2p,S12,0.005561530638984193,0.37666202992609726,2.0,False
RDEC71H106K3S1H03A_DC0V_25degC_series.s2p,S12,0.005561530638984193,0.37666202992609726,2.0,False
RDEC71H226MWK1H03B_DC0V_25degC_series.s2p,S12,0.002548489006685083,0.22118499286896587,2.0,False
RDEC71H226MWM1H03A_DC0V_25degC_series.s2p,S12,0.002548489006685083,0.22118499286896587,2.0,False
RDEC71H475K2K1H03B_DC0V_25degC_series.s2p,S12,0.008759850102044034,0.4143317988119381,2.0,False
RDEC71H475K2M1H03A_DC0V_25degC_series.s2p,S12,0.008759850102044034,0.4143317988119381,2.0,False
RDEC71H475K2P1H03B_DC0V_25degC_series.s2p,S12,0.008760527947453746,0.41435824235505614,2.0,False
RDEC71H475K2S1H03A_DC0V_25degC_series.s2p,S12,0.008760527947453746,0.41435824235505614,2.0,False
RDEC72A475K3K1H03B_DC0V_25degC_series.s2p,S12,0.008722709131379073,0.4141178473122919,2.0,False
RDEC72A475K3M1H03A_DC0V_25degC_series.s2p,S12,0.008722709131379073,0.4141178473122919,2.0,False
RDEC72A475K3P1H03B_DC0V_25degC_series.s2p,S12,0.008723365108938643,0.41413402924958714,2.0,False
RDEC72A475K3S1H03A_DC0V_25degC_series.s2p,S12,0.008723365108938643,0.41413402924958714,2.0,False
RDEC72A475MWK1H03B_DC0V_25degC_series.s2p,S12,0.009102411319214746,0.4031072946649364,2.0,False
RDEC72A475MWM1H03A_DC0V_25degC_series.s2p,S12,0.009102411319214746,0.4031072946649364,2.0,False
RDER71H335K3K1H03B_DC0V_25degC_series.s2p,S12,0.010299683428822873,0.36245021624757034,2.0,False
RDER71H335K3M1H03A_DC0V_25degC_series.s2p,S12,0.010299683428822873,0.36245021624757034,2.0,False
RDER71H335K3P1H03B_DC0V_25degC_series.s2p,S12,0.010248807741352872,0.3644617739587722,2.0,False
RDER71H335K3S1H03A_DC0V_25degC_series.s2p,S12,0.010248807741352872,0.3644617739587722,2.0,False
RHEL81E106K3A2H03B_DC0V_25degC_series.s2p,S12,0.005350582034666369,0.3672125553773754,2.0,False
RHEL81E106K3DBH03A_DC0V_25degC_series.s2p,S12,0.005350582034666369,0.3672125553773754,2.0,False
RHEL81E106K3K1H03B_DC0V_25degC_series.s2p,S12,0.005350118875201813,0.3670250327761686,2.0,False
RHEL81E106K3M1H03A_DC0V_25degC_series.s2p,S12,0.005350118875201813,0.3670250327761686,2.0,False
RHEL81E226MWK1H03B_DC0V_25degC_series.s2p,S12,0.0026516803720997837,0.22413053328351057,2.0,False
RHEL81E226MWM1H03A_DC0V_25degC_series.s2p,S12,0.0026516803720997837,0.22413053328351057,2.0,False
RHEL81H106MWK1H03B_DC0V_25degC_series.s2p,S12,0.005698405152563172,0.3843038399632936,2.0,False
RHEL81H106MWM1H03A_DC0V_25degC_series.s2p,S12,0.005698405152563172,0.3843038399632936,2.0,False
RHEL81H335K3A2H03B_DC0V_25degC_series.s2p,S12,0.010173426736834903,0.36673649597435837,2.0,False
RHEL81H335K3DBH03A_DC0V_25degC_series.s2p,S12,0.010173426736834903,0.36673649597435837,2.0,False
RHEL81H335K3K1H03B_DC0V_25degC_series.s2p,S12,0.010299683428822873,0.36245021624757034,2.0,False
RHEL81H335K3M1H03A_DC0V_25degC_series.s2p,S12,0.010299683428822873,0.36245021624757034,2.0,False
RHEL81H475K3A2H03B_DC0V_25degC_series.s2p,S12,0.008625425427337559,0.415850667573331,2.0,False
RHEL81H475K3DBH03A_DC0V_25degC_series.s2p,S12,0.008625425427337559,0.415850667573331,2.0,False
RHEL81H475K3K1H03B_DC0V_25degC_series.s2p,S12,0.008624668058664086,0.41580356702565596,2.0,False
RHEL81H475K3M1H03A_DC0V_25degC_series.s2p,S12,0.008624668058664086,0.41580356702565596,2.0,False
