file,Sij,baseline_test_MSE,train_improvement_percent,gate_threshold_percent,gated
LQP15MN4N3B02_series.s2p,S12,0.029581908135762648,0.3035312951173187,2.0,False
LQP15MN4N7B02_series.s2p,S12,0.031134139203045103,0.3008507661464695,2.0,False
LQP15MN5N1B02_series.s2p,S12,0.03203736436051101,0.29533881006096885,2.0,False
LQP15MN5N6B02_series.s2p,S12,0.0336074624051812,0.2971213917602658,2.0,False
LQP15MN6N2B02_series.s2p,S12,0.035316477187199394,0.294502621736445,2.0,False
LQP15MN6N8B02_series.s2p,S12,0.03615611560763544,0.2950307233776441,2.0,False
LQP15MN7N5B02_series.s2p,S12,0.03722055324009103,0.2979186312021675,2.0,False
LQP15MN8N2B02_series.s2p,S12,0.03656759910703264,0.2983941744864072,2.0,False
LQP15MN9N1B02_series.s2p,S12,0.036902053546296054,0.302656237375673,2.0,False
LQW04CA90NK00_series.s2p,S12,0.011313942692463648,0.29056342381193356,2.0,False
LQW18AN4N2B8Z_series.s2p,S12,0.006118004344987707,0.1426907614238088,2.0,False
