step,time,energy,enstrophy,div_rms
50,0.25,5.260065200254732e-10,9.855872184153648e-08,1.4674112755920138e-08
100,0.5,4.842520915871291e-10,7.14402934759037e-08,1.0016556209307782e-08
150,0.75,4.526694358977114e-10,5.6146026818384394e-08,7.587795162062791e-09
200,1.0,4.2722514489546155e-10,4.628530335967709e-08,6.1293660154478575e-09
250,1.25,4.059010453806033e-10,3.9399462184866174e-08,5.178263389322506e-09
300,1.5,3.8753207156486537e-10,3.432785095898942e-08,4.51544925864912e-09
350,1.75,3.713821236057367e-10,3.044508649082726e-08,4.02440560003515e-09
400,2.0,3.569564676962458e-10,2.738252653160195e-08,3.640271901702113e-09
