step,time,energy,enstrophy,div_rms
50,0.25,3.679210299290428e-09,5.557220906452601e-07,1.839326859949511e-07
100,0.5,3.42162002631158e-09,4.778514823990458e-07,1.6559508533690803e-07
150,0.75,3.1985712216051015e-09,4.1658595812630283e-07,1.5031668505266674e-07
200,1.0,3.0030342176031676e-09,3.6718898953693305e-07,1.3731199304990478e-07
250,1.25,2.8298960364272333e-09,3.2658245361223463e-07,1.2608008367501941e-07
300,1.5,2.675315001875122e-09,2.926790181265403e-07,1.162762026657108e-07
350,1.75,2.5363267244744267e-09,2.6401098977587194e-07,1.0764904393607393e-07
400,2.0,2.4105930495376625e-09,2.395137345027048e-07,1.0000744030230141e-07
